Strain,Tmp298.15K,Tmp373.15K_StrRt0.1,Tmp473.15K,Tmp573.15K_StrRt0.1,Tmp673.15K,Tmp298.15K_ref,Tmp373.15K_StrRt0.1_ref,Tmp473.15K_ref,Tmp573.15K_StrRt0.1_ref,Tmp673.15K_ref
0.058,1078.2259878476343,1028.3741249120212,1032.8976241794144,1060.5446858157309,973.8818359,1.028682186,0.981120985,0.985436632,1.011813329,0.929132582
0.059,1079.163364107741,1029.4167792389053,1034.193354699694,1061.6490053433463,974.7948121685768,1.028587054,0.981171903,0.985724619,1.011893527,0.929109861
0.06,1080.0827247157113,1030.4419314384577,1035.468891885649,1062.735441281382,975.6924400159623,1.028494814,0.981225011,0.986011869,1.011976088,0.929090515
0.061,1080.984707138569,1031.450159693777,1036.7248792439525,1063.8045777460993,976.5752293,1.028405343,0.981280168,0.986298324,1.012060859,0.929074368
0.062,1081.8699163163976,1032.4420139588185,1037.961929636894,1064.8569700104188,977.4436643930676,1.028318522,0.981337248,0.986583934,1.012147698,0.929061257
0.063,1082.7389268145755,1033.418017774762,1039.180627209019,1065.8931464428165,978.2982063,1.028234243,0.98139613,0.986868652,1.012236473,0.92905103
0.064,1083.5922848020446,1034.3786699409247,1040.3815291641788,1066.9136102782309,979.1392939,1.0281524,0.981456704,0.987152439,1.012327057,0.929043543
0.065,1084.4305098721288,1035.3244460545247,1041.5651674067512,1067.918841238903,979.9673453771392,1.028072895,0.981518863,0.987435255,1.012419335,0.929038659
0.066,1085.2540967206558,1036.2557999318233,1042.7320500593316,1068.9092970208208,980.7827595296258,1.027995633,0.981582507,0.987717068,1.012513192,0.929036248
0.067,1086.063516694527,1037.1731649212306,1043.8826628679064,1069.8854146595172,981.5859170918412,1.027920528,0.981647548,0.987997849,1.01260853,0.929036193
