PEEQ,C1,C2,C3,C4
2.59,3.018976650090801,0.0097593022090359,0.4863414312683217,0.6728934838802969
2.6,3.019272808545137,0.0097662605617272,0.4882551939591005,0.6712455367134598
2.61,3.0195627017172484,0.0097731125604094,0.4901164239975509,0.6696233453563077
2.62,3.019846460979751,0.0097798596779688,0.4919261848497833,0.6680254139609085
2.63,3.020124214999832,0.0097865033717756,0.4936855299866706,0.6664502989050514
2.64,3.020396089792885,0.0097930450836821,0.4953955023408052,0.6648966082165365
2.65,3.020662208775177,0.0097994862400288,0.4970571338448546,0.6633630008750421
2.66,3.020922692815545,0.009805828251657,0.4986714450430741,0.66184818600766
2.67,3.021177660286157,0.0098120725139281,0.5002394447682464,0.6603509219929407
2.68,3.0214272271123237,0.0098182204067487,0.501762129876826,0.6588700154870673
2.69,3.0216715068214053,0.0098242732946024,0.5032404850355695,0.6574043203846398
2.7,3.021910610590808,0.0098302325265864,0.5046754825534344,0.6559527367254454
2.71,3.022144647295083,0.009836099436454,0.5060680822530106,0.6545142095575692
2.72,3.0223737235521506,0.0098418753426624,0.5074192313762269,0.6530877277662162
2.73,3.0225979437686616,0.0098475615484249,0.5087298645195288,0.6516723228767156
2.74,3.0228174101845022,0.009853159341768,0.5100009035941623,0.6502670678393191
2.75,3.023032222916464,0.0098586699955932,0.5112332578076216,0.6488710758026124
2.76,3.0232424800010915,0.0098640947677427,0.5124278236627172,0.6474834988816301
2.77,3.0234482774367053,0.0098694349010693,0.5135854849710959,0.6461035269260731
2.78,3.023649709224645,0.00987469162351,0.5147071128784072,0.644730386293409
2.79,3.0238468674097145,0.0098798661481636,0.5157935658986423,0.6433633386310489
2.8,3.024039842119853,0.0098849596733713,0.5168456899554836,0.6420016796712731
2.81,3.024228721605055,0.0098899733828006,0.5178643184287991,0.64064473804208
2.82,3.024413592275536,0.0098949084455331,0.5188502722046785,0.6392918740967052
2.83,3.024594538739164,0.0098997660161541,0.5198043597276671,0.6379424787641402
2.84,3.0247716438381733,0.0099045472348458,0.5207273770540689,0.6365959724226248
2.85,3.0249449886851605,0.0099092532274825,0.5216201079054122,0.6352518037977465
2.86,3.025114652698389,0.0099138851057291,0.5224833237213488,0.6339094488864948
2.87,3.0252807136364046,0.0099184439671413,0.5233177837114368,0.6325684099083336
2.88,3.025443247631975,0.009922930895268,0.5241242349054074,0.6312282142841278
2.89,3.02560232922537,0.0099273469597559,0.5249034122016503,0.6298884136435327
2.9,3.025758031396992,0.0099316932164562,0.5256560384137794,0.6285485828612759
2.91,3.0259104255993585,0.009935970707533,0.5263828243152401,0.6272083191225775
2.92,3.026059581788468,0.0099401804615727,0.5270844686820162,0.625867241017812
2.93,3.0262055684545404,0.0099443234936964,0.5277616583335704,0.6245249876663831
2.94,3.026348452652154,0.0099484008056722,0.5284150681722195,0.6231812178696595
2.95,3.026488300029788,0.0099524133860298,0.5290453612212056,0.6218356092927263
2.96,3.02662517485878,0.009956362210176,0.5296531886617586,0.6204878576746161
2.97,3.026759140061705,0.0099602482405114,0.5302391898694949,0.6191376760666065
2.98,3.026890257240204,0.0099640724265478,0.530803992450513,0.61778479409811
2.99,3.027018586702242,0.0099678357050272,0.5313482122775676,0.6164289572696269
3.0,3.0271441874888336,0.0099715390000409,0.5318724535267191,0.615069926272186
