strain,RD,DD,TD,biaxial
0.074,1076.3496809636335,1072.228557121635,1110.399201434724,1084.6391781575912
0.075,1077.2247211582796,1073.0525291590727,1111.4050769775615,1085.5996418757513
0.076,1078.0886058423375,1073.8665746558204,1112.4002640354904,1086.5472927096114
0.077,1078.9416211095586,1074.6709390393576,1113.3850076848867,1087.4808275051962
0.078,1079.7840420929156,1075.4658585915213,1114.359544386281,1088.4030329327247
0.079,1080.6161335233826,1076.2515609050183,1115.3241023942912,1089.3115036367717
0.08,1081.438150252909,1077.028265311077,1116.2789021425926,1090.2089590833746
0.081,1082.2503377443793,1077.7961832804817,1117.2241566058215,1091.0949940023108
0.082,1083.0529325311045,1078.5555188000317,1118.1600716401406,1091.969175900691
0.083,1083.846162648143,1079.3064687262688,1119.0868463040215,1092.8331066657668
0.084,1084.630248037547,1080.0492231181502,1120.0046731606722,1093.685265862312
0.085,1085.405400929451,1080.7839655502091,1120.913738563411,1094.5272076091755
0.086,1086.171826200737,1081.5108734075889,1121.8142229251598,1095.3594297519078
0.087,1086.929721712881,1082.2301181642301,1122.7063009731594,1096.181375201601
0.088,1087.6792786304286,1082.9418656453834,1123.590141989885,1096.994533519654
0.089,1088.4206817214545,1083.6462762755198,1124.4659100410954,1097.7972744563438
0.09,1089.1541096412166,1084.34350531262,1125.3337641918358,1098.5374357923415
0.091,1089.8797352001486,1085.0337030697458,1126.193858711184,1099.3233162835197
0.092,1090.597725617227,1085.717015124743,1127.0463432664542,1100.0999614613902
0.093,1091.3082427596703,1086.393582518822,1127.8913631075093,1100.8677396580008
0.094,1092.0114433698525,1087.0635419447433,1128.7290592417992,1101.6270058752395
0.095,1092.7074792802584,1087.727025925259,1129.559568600692,1102.379137219252
0.096,1093.3964976172265,1088.384162982415,1130.3830241976218,1103.1223892976209
0.097,1094.0786409941838,1089.0350777982817,1131.1995552785363,1103.8581122963574
0.098,1094.7540476950214,1089.6798913676266,1132.0092874650973,1104.5866109115175
0.099,1095.4228518482132,1090.3187211430288,1132.812342891067,1105.2104788395093
0.1,1096.0851835922358,1090.9516811728654,1133.6088403322535,1107.7986599592361
0.11,1102.3785892848878,1096.9813471813502,1141.2370871767619,1114.399123169673
0.12,1108.1434777989375,1102.5285666682662,1148.3193840925044,1120.4440249600873
0.13,1113.4630511094629,1107.667069467864,1154.9341956835183,1126.0240153092598
0.14,1118.4022037095078,1112.4547130426813,1161.1438260693114,1131.2077708732106
0.15,1123.012539649127,1116.9377569654057,1166.9986199912753,1136.0477071834648
0.16,1127.335778570697,1121.1537846624628,1172.539873323459,1140.5885301254896
0.17,1131.406134718533,1125.1337566980167,1177.8019032364482,1144.8658371041627
0.18,1135.2520197832132,1128.9034886535794,1182.8135545098414,1148.9083395462887
0.19,1138.897288024577,1132.4847372471827,1187.5993175522651,1152.7422671954262
0.2,1142.3621639299113,1135.8960133036642,1192.180172870919,1156.3866903845783
0.21,1145.6639449227346,1139.1532002386316,1196.5742389116936,1159.627753202078
0.22,1148.8175416175588,1142.2700314590174,1200.7972760084626,1162.9560760294585
0.23,1151.8358987416516,1145.258463697752,1204.8630833324426,1166.142294792557
0.24,1154.730327047445,1148.1289724257942,1208.7838151156561,1169.1970465742802
0.25,1157.5107679082817,1150.8907881185123,1212.5702351678174,1172.1307894996014
0.26,1160.1860063585898,1153.552087070221,1216.2319236589883,1174.954160914875
0.27,1162.763844192947,1156.1201468834352,1219.7774465716664,1177.6740279327335
0.28,1165.2512417941766,1158.6014742173554,1223.2144956648017,1180.299031012613
0.29,1167.6544352399649,1161.0019105429105,1226.5500049288396,1182.834460601484
0.3,1169.9790336899546,1163.3267203067126,1229.7902481381393,1185.1182824600544
0.31,1172.2301009122004,1165.580664909781,1232.9409210839656,1187.4977168082587
0.32,1174.4122239540595,1167.7680651604248,1236.0072113004765,1189.8037169654885
0.33,1176.5295713181952,1169.8928542957117,1238.9938575096573,1192.0412993422851
0.34,1178.5859425132753,1171.9586232342936,1241.9052005607375,1194.2137892281241
0.35,1180.5848104713125,1173.9686593905813,1244.7452272907155,1196.3250185509523
0.36,1182.529358030728,1175.925980121554,1247.5176084600973,1198.3783232269755
0.37,1184.4225094553112,1177.8333616748491,1250.2257317035242,1200.377669325681
0.38,1186.2669577789711,1179.6933643467944,1252.8727302649786,1202.1886358040788
0.39,1188.0651886232215,1181.5083544319457,1255.4615081516308,1204.0893603161721
0.4,1189.8195010202191,1183.2805234440177,1257.9947622314648,1205.9435139800173
0.41,1191.532025682519,1185.0119050062558,1260.475001711827,1207.7537145712115
0.42,1193.2047410866344,1186.7043897430583,1262.904565364556,1209.5201761673422
0.43,1194.8394876773243,1188.3597384507386,1265.2856368049281,1211.2471590902564
0.44,1196.4379804503533,1189.9795937811737,1267.6202580837182,1212.9354943108524
0.45,1198.0018201311427,1191.5654906358448,1269.9103418121053,1214.4693664912463
0.46,1199.5325031334178,1193.1188654377343,1272.157682006349,1216.0876910328857
0.47,1201.0314304543874,1194.6410644237233,1274.3639638118723,1217.671862184977
0.48,1202.499915640026,1196.1333510793445,1276.530772243552,1219.2230921900973
0.49,1203.9391919348488,1197.596912820417,1278.6596000598543,1220.7435333413089
0.5,1205.3504187144645,1199.0328670114823,1280.7518548723108,1222.233056210357
0.51,1206.7346872856383,1200.4422663986766,1282.8088655781683,1223.6946404716464
0.52,1208.0930261271335,1201.8261040242387,1284.8318881924667,1225.0259091058724
0.53,1209.4264056348743,1203.185317681032,1286.8221111459084,1226.435462250339
0.54,1210.7357424267095,1204.5207939578959,1288.780660106474,1227.8178002190616
0.55,1212.0219032549785,1205.8333719202237,1290.7086023754937,1229.1765903475189
0.56,1213.2857085690373,1207.1238464646117,1292.6069509026777,1230.510040121423
0.57,1214.5279357647066,1208.392971381698,1294.4766679592574,1231.8216673283002
0.58,1215.7493221531213,1209.641462157186,1296.3186685037497,1233.1106070322455
0.59,1216.9505676775952,1210.8699985375213,1298.133823270858,1234.2872269849493
0.6,1218.132337403766,1212.0792268836087,1299.92296161052,1235.5347475577103
0.61,1219.295263805376,1213.269762333287,1301.686874101092,1236.7619611201774
0.62,1220.4399488655097,1214.4421907909457,1303.4263149579938,1237.9699242369609
0.63,1221.5669660109054,1215.5970707606475,1305.1420042568238,1239.15964794121
0.64,1222.676861895021,1216.7349350373229,1306.8346299879163,1240.3299322923572
0.65,1223.7701580438377,1217.856292269051,1308.5048499575178,1241.4827762709997
0.66,1224.847352376912,1218.961628402075,1310.1532935491891,1242.537097759032
0.67,1225.9089206148572,1220.0514080189685,1311.7805633576497,1243.6566318852642
0.68,1226.9553175832982,1221.1260755793292,1313.3872367060378,1244.7612074272754
0.69,1227.98697842231,1222.1860565714053,1314.9738670564777,1245.849430329011
0.7,1229.0043197094546,1223.2317585822375,1316.5409853228775,1246.92203562017
0.71,1230.0077405037302,1224.2635722931623,1318.0891010940218,1247.9797269304795
0.72,1230.9976233170223,1225.2818724068354,1319.6187037742357,1248.9475184460068
0.73,1231.9743350190315,1226.2870185113777,1321.1302636482517,1249.9772681812453
0.74,1232.9382276810704,1227.2793558866963,1322.6242328762517,1250.9940239819225
0.75,1233.8896393636264,1228.2592162575725,1324.1010464245487,1251.996216536291
0.76,1234.8288948521351,1229.226918497696,1325.5611229368603,1252.9865892918713
0.77,1235.7563063449988,1230.1827692884256,1327.0048655506828,1253.9635271441582
0.78,1236.6721740975283,1231.1270637357406,1328.4326626628892,1254.9286431320609
0.79,1237.5767870251589,1232.0600859485428,1329.8448886483227,1255.8119127236264
0.8,1238.4704232689903,1232.9821095811612,1331.2419045348024,1256.753550368104
0.81,1239.3533507264513,1233.8933983427169,1332.6240586377103,1257.683741859641
0.82,1240.2258275496315,1234.7942064757365,1333.9916871570326,1258.6029463690304
0.83,1241.0881026136274,1235.684779206227,1335.3451147395047,1259.5116051605112
0.84,1241.9404159570383,1236.5653531672358,1336.6846550082983,1260.4090581604207
0.85,1242.7829991965802,1237.4361567977453,1338.0106110624683,1261.2307925744442
0.86,1243.616075917626,1238.2974107186174,1339.3232759482403,1262.1088480689004
0.87,1244.439862042326,1239.1493280871534,1340.6229331040065,1262.9757880224167
0.88,1245.2545661768445,1239.992114931716,1341.9098567808023,1263.8341548775484
0.89,1246.060389939112,1240.8259704677487,1343.1843124398576,1264.6821325399253
0.9,1246.8575282684012,1241.6510873964207,1344.446557128728,1265.5211570258032
0.91,1247.6461697179154,1242.4676521870333,1345.6968398373658,1266.2895116001732
0.92,1248.4264967315016,1243.2758453442398,1346.9354018354254,1267.1111569740576
0.93,1249.1986859055132,1244.0758416610502,1348.1624769919717,1267.9237233568674
0.94,1249.9629082367655,1244.867810458519,1349.378292078688,1268.728600814346
0.95,1250.7193293574658,1245.651915812951,1350.5830670576054,1269.5239105623616
0.96,1251.4681097579287,1246.4283167714002,1351.7770153542888,1270.3121123128515
0.97,1252.2094049978346,1247.1971675561786,1352.9603441173701,1271.0338334805274
0.98,1252.9433659067286,1247.9586177590404,1354.1332544652198,1271.8059308547
0.99,1253.670138774415,1248.7128125256659,1355.2959417205507,1272.570630605037
1.0,1254.38986553185,1249.4598927310171,1356.4485956336237,1273.3281836531576
1.01,1255.1026839231015,1250.199995146112,1357.5914005947493,1274.0777472961286
1.02,1255.8087276688934,1250.933252596701,1358.724535836671,1274.8195618051122
1.03,1256.5081266222287,1251.659794114334,1359.8481756274218,1275.5005710253843
1.04,1257.2010069165526,1252.3797450802392,1360.9624894541898,1276.2291539801643
1.05,1257.88749110687,1253.0932273624244,1362.0676421986823,1276.9506529157163
1.06,1258.5676983042242,1253.8003594463787,1363.1637943044666,1277.6663706587647
1.07,1259.2417443039103,1254.5012565597406,1364.25110193673,1278.3743322733108
1.08,1259.909741707761,1255.196030791253,1365.3297171348574,1279.076923269294
1.09,1260.5718000408397,1255.884791204317,1366.3997879582207,1279.7205547910396
1.1,1261.2280258628452,1256.5676439454496,1367.4614586255418,1280.4101528832991
1.11,1261.8785228745062,1257.2446923479033,1368.514869648161,1281.0938510095432
1.12,1262.5233920192418,1257.9160370307122,1369.5601579575373,1281.7718308919182
1.13,1263.1627315803337,1258.5817759934034,1370.597457027271,1282.4431785464644
1.14,1263.796637273849,1259.2420047066016,1371.6268969899381,1283.1091546151831
1.15,1264.4252023375348,1259.8968161987373,1372.6486047489973,1283.7197315439732
1.16,1265.048517615887,1260.546301139057,1373.6627040860085,1284.374770215999
1.17,1265.6666716416007,1261.1905479171296,1374.669315763419,1285.0238262732232
1.18,1266.2797507135729,1261.829642719016,1375.668557623112,1285.6681492698378
1.19,1266.8878389716417,1262.4636696002788,1376.6605446809479,1286.3067964455215
1.2,1267.491018468217,1263.0927105559788,1377.6453892174734,1286.9399152281783
1.21,1268.0893692369605,1263.7168455878164,1378.6232008650045,1287.5208046636296
1.22,1268.6829693586646,1264.3361527685502,1379.5940866912422,1288.1436550465407
1.23,1269.2718950244514,1264.9507083038236,1380.5581512795854,1288.7624832223216
1.24,1269.8562205964392,1265.560586591529,1381.5154968063107,1289.3752389017811
1.25,1270.4360186659867,1266.165860278825,1382.466223114753,1289.9842362916986
1.26,1271.0113601096346,1266.766600316914,1383.4104277866281,1290.587417982845
1.27,1271.5823141428475,1267.362876013686,1384.3482062106334,1291.1423024193352
1.28,1272.1489483716714,1267.954755084338,1385.2796516484514,1291.736737202059
1.29,1272.7113288423836,1268.5423037000392,1386.2048552982612,1292.326806314802
1.3,1273.2695200892513,1269.1255865347591,1387.1239063558933,1292.912628983654
1.31,1273.8235851804643,1269.70466681032,1388.0368920737087,1293.4932227178895
1.32,1274.373585762339,1270.2796063397673,1388.9438978173214,1294.0697918691346
1.33,1274.9195821018625,1270.850465569123,1389.8450071202474,1294.599531488634
1.34,1275.461633127656,1271.417303617602,1390.740301736574,1295.168678231293
1.35,1275.9997964694285,1271.9801783163582,1391.6298616917468,1295.7330190217094
1.36,1276.534128495979,1272.5391462458151,1392.5137653315292,1296.293751200315
1.37,1277.064684351822,1273.0942627716545,1393.392089369238,1296.8498795208698
1.38,1277.5915179924905,1273.64558207952,1394.2649089313252,1297.3600256878067
1.39,1278.1146822185674,1274.1931572084754,1395.1322976013478,1297.9086102815672
1.4,1278.6342287085135,1274.7370400832913,1395.994327462435,1298.4539672973456
1.41,1279.1502080503303,1275.2772815455958,1396.851069138285,1298.9939967106134
1.42,1279.662669772115,1275.8139313839422,1397.7025918327595,1299.5309773210913
1.43,1280.171662371547,1276.3470383628364,1398.5489633681377,1300.0649971518399
1.44,1280.6772333443591,1276.8766502507683,1399.3902502220838,1300.5551791620176
1.45,1281.1794292118288,1277.4028138472888,1400.2265175633743,1301.0805075388378
1.46,1281.6782955473273,1277.9255750091672,1401.0578292864345,1301.604217955987
1.47,1282.1738770019747,1278.444978675672,1401.8842480447452,1302.1231045023408
1.48,1282.6662173294312,1278.9610688930084,1402.7058352831464,1302.638342865327
1.49,1283.1553594098546,1279.4738888379388,1403.5226512690901,1303.1511049376388
1.5,1283.6413452730658,1279.9834808406333,1404.3347551228853,1303.6219868118799
1.51,1284.1242161209516,1280.4898864067682,1405.1422048469688,1304.1280728547968
1.52,1284.6040123491275,1280.9931462388993,1405.945057354239,1304.629709989197
1.53,1285.080773567904,1281.4933002571643,1406.7433684955022,1305.1291634083323
1.54,1285.5545386225654,1281.990387619296,1407.5371930860383,1305.6254073350096
1.55,1286.0253456130044,1282.484446740015,1408.326584931347,1306.0812718912011
1.56,1286.4932319127242,1282.9755153098029,1409.1115968520908,1306.5715247227492
1.57,1286.9582341872442,1283.4636303130806,1409.892280708262,1307.0576710273856
1.58,1287.420388411917,1283.9488280458258,1410.6686874226143,1307.5419665473216
1.59,1287.8797298891964,1284.4311441326347,1411.4408670033754,1308.022283622965
1.6,1288.3362932653597,1284.9106135432621,1412.208868566271,1308.5008791552007
1.61,1288.7901125467206,1285.387270608653,1412.9727403558873,1308.9396724502565
1.62,1289.2412211153369,1285.8611490364835,1413.732529766393,1309.4119249806702
1.63,1289.6896517442406,1286.3322819262303,1414.4882833616398,1309.8804387373937
1.64,1290.1354366122096,1286.800701783789,1415.2400468946792,1310.3474665164097
1.65,1290.5786073180857,1287.2664405356518,1415.9878653266908,1310.8108717969938
1.66,1291.01919489467,1287.7295295426627,1416.731782845369,1311.2368645261386
1.67,1291.4572298222015,1288.1899996133714,1417.4718428827728,1311.6955830306424
1.68,1291.8927420414343,1288.6478810169833,1418.208088132655,1312.150839346079
1.69,1292.3257609663324,1289.1032034959426,1418.9405605672996,1312.6037877172075
1.7,1292.7563154963918,1289.5559962781433,1419.6693014538762,1313.0544790187791
1.71,1293.1844340286034,1290.0062880887879,1420.3943513703314,1313.501864800952
1.72,1293.6101444690685,1290.4541071619044,1421.1157502208293,1313.9132904678586
1.73,1294.033474244282,1290.8994812515386,1421.8335372507618,1314.3566010309728
1.74,1294.4544503120942,1291.3424376426258,1422.5477510613428,1314.7967540433062
1.75,1294.8730991723532,1291.7830031615538,1423.2584296237862,1315.2337978178975
1.76,1295.289446877258,1292.2212041864314,1423.9656102931108,1315.669975104809
1.77,1295.7035190414072,1292.6570666570683,1424.6693298215473,1316.1020384431063
1.78,1296.1153408515784,1293.090616084684,1425.3696243715965,1316.5005832858824
1.79,1296.52493707623,1293.5218775613414,1426.0665295287265,1316.9280232716717
1.8,1296.9323320747371,1293.9508757691226,1426.7600803137227,1317.3536766489472
1.81,1297.337549806381,1294.3776349890577,1427.450311194715,1317.7775893760272
1.82,1297.7406138390866,1294.802179109808,1428.1372560988802,1318.1987054244344
1.83,1298.1415473579254,1295.2245316361204,1428.820948423836,1318.586248824981
1.84,1298.5403731733863,1295.6447156970414,1429.501421048732,1319.0031571302952
1.85,1298.937113729426,1296.0627540539297,1430.178706345052,1319.417390797132
1.86,1299.3317911113013,1296.4786691082413,1430.8528361871315,1319.8300868739782
1.87,1299.7244270531974,1296.8924829091163,1431.5238419624086,1320.2401882981778
1.88,1300.115042945648,1297.3042171607656,1432.1917545814028,1320.6166044973052
1.89,1300.5036598427632,1297.7138932296577,1432.8566044874392,1321.0228842111371
1.9,1300.8902984692727,1298.121532151534,1433.5184216661326,1321.4266806388835
1.91,1301.2749792273748,1298.527154638222,1434.1772356546176,1321.828030564796
1.92,1301.657722203418,1298.930781084292,1434.8330755505544,1322.2280704869909
1.93,1302.0385471744034,1299.3324315735308,1435.4859700209067,1322.6257355804862
1.94,1302.4174736143254,1299.7321258852571,1436.135947310495,1322.9908318686662
1.95,1302.7945207003468,1300.1298835004732,1436.7830352503456,1323.3851020892369
1.96,1303.1697073188184,1300.5257236078653,1437.4272612658278,1323.7770999933982
1.97,1303.5430520711466,1300.9196651096481,1438.068652384586,1324.1668605749846
1.98,1303.914573279514,1301.31172662727,1438.7072352442879,1324.5544163951995
1.99,1304.2842889924564,1301.7019265069723,1439.3430361001774,1324.9113762417408
2.0,1304.6522169902996,1302.0902828252083,1439.9760808324431,1325.294761057222
2.01,1305.018374790464,1302.476813393939,1440.6063949534112,1325.6771376200575
2.02,1305.3827796526384,1302.8615357657889,1441.2340036145697,1326.0574370624438
2.03,1305.745448583824,1303.2444672390818,1441.8589316134123,1326.4367889833713
2.04,1306.1063983432596,1303.625624862754,1442.4812034001363,1326.8130244084168
2.05,1306.465645447221,1304.005025441146,1443.1008430841648,1327.1585545105395
2.06,1306.823206173715,1304.3826855386862,1443.7178744405317,1327.5320796314115
2.07,1307.179096567048,1304.7586214844544,1444.3323209161028,1327.903674948832
2.08,1307.5333324422927,1305.132849376641,1444.9442056356593,1328.2733716523592
2.09,1307.885929389649,1305.5053850869024,1445.553551407838,1328.6411940711341
2.1,1308.2369027786983,1305.8762442646128,1446.1603807309407,1328.979091112801
2.11,1308.5862677625591,1306.2454423410122,1446.764715798594,1329.343380469616
2.12,1308.9340392819422,1306.6129945332639,1447.3665785052965,1329.705879392938
2.13,1309.2802320691194,1306.9789158484168,1447.9659904518323,1330.0677146363432
2.14,1309.6248606517863,1307.3432210872688,1448.5629729505579,1330.4267118456064
2.15,1309.9679393568526,1307.7059248481555,1449.1575470305793,1330.7576225099647
2.16,1310.3094823141269,1308.0670415306356,1449.7497334428037,1331.1133439417042
2.17,1310.649503459933,1308.4265853391069,1450.3395526648817,1331.4685048793795
2.18,1310.9880165406337,1308.7845702863324,1450.9270249060444,1331.8209276414345
2.19,1311.3250351160775,1309.1410101968868,1451.5121701118217,1332.1728403581951
2.2,1311.6605725629695,1309.4959187105303,1452.095007968669,1332.522063700082
2.21,1311.9946420781623,1309.849309285503,1452.6755579084843,1332.844044687402
2.22,1312.3272566818764,1310.2011952017472,1453.2538391130286,1333.1902803006326
2.23,1312.6584292208458,1310.5515895640563,1453.8298705182515,1333.5360991394768
2.24,1312.9881723713984,1310.9005053051606,1454.4036708185213,1333.8793207951355
2.25,1313.3164986424622,1311.2479551887357,1454.9752584707644,1334.222174024896
2.26,1313.643420378512,1311.5939518123555,1455.5446516985178,1334.5362468460642
2.27,1313.968949762444,1311.9385076103708,1456.1118684958901,1334.875231310665
2.28,1314.2930988183944,1312.2816348567346,1456.6769266314425,1335.2128097921166
2.29,1314.615879414494,1312.6233456677605,1457.2398436519877,1335.5501057999911
2.3,1314.9373032655612,1312.9636520048225,1457.8006368863043,1335.8849352824684
2.31,1315.2573819357408,1313.3025656770003,1458.3593234487778,1336.1927241705323
2.32,1315.5761268410845,1313.6400983436658,1458.915920242964,1336.5249968443363
2.33,1315.8935492520743,1313.9762615170137,1459.4704439650761,1336.8548645301985
2.34,1316.209660296097,1314.3110665645427,1460.0229111074027,1337.1845531759484
2.35,1316.524470959861,1314.6445247114789,1460.5733379616527,1337.5129817951497
2.36,1316.837992091766,1314.9766470431537,1461.1217406222315,1337.8390646628159
2.37,1317.150234404221,1315.3074445073291,1461.668134989454,1338.1388337559886
2.38,1317.4612084759142,1315.6369279164746,1462.2125367726846,1338.4625928703917
2.39,1317.770924754038,1315.9651079500022,1462.754961493424,1338.7851663958963
2.4,1318.0793935564616,1316.2919951564436,1463.2954244883178,1339.1065756542203
2.41,1318.386625073868,1316.617599955599,1463.833940912126,1339.426837439196
2.42,1318.6926293718377,1316.9419326406269,1464.3705257406127,1339.7213586129287
2.43,1318.997416392895,1317.2650033800994,1464.905193773386,1340.0383729641023
2.44,1319.3009959585152,1317.5868222200181,1465.4379596366884,1340.3542938434252
2.45,1319.6033777710809,1317.9073990857787,1465.968837786119,1340.6691397621685
2.46,1319.9045714158124,1318.2267437841112,1466.4978425093125,1340.982925808567
2.47,1320.2045863626463,1318.5448660049663,1467.0249879285586,1341.2704205110358
2.48,1320.5034319680844,1318.861775323373,1467.5502880033732,1341.5822360689924
2.49,1320.8011174770054,1319.1774812012602,1468.0737565330207,1341.891938231077
2.5,1321.0976520244358,1319.4919929892374,1468.5954071589863,1342.2006485369118
2.51,1321.3930446372888,1319.8053199283397,1469.1152533673953,1342.5083859487984
2.52,1321.6873042360703,1320.1174711517467,1469.6333084913956,1342.7903590622996
2.53,1321.980439636549,1320.4284556864586,1470.149585713488,1343.0951802009224
2.54,1322.2724595513937,1320.7382824549466,1470.6640980678137,1343.3990735836633
2.55,1322.56337259178,1321.0469602767641,1471.1768584423935,1343.7020566407716
2.56,1322.8531872689646,1321.3544978701339,1471.6878795813345,1344.0041422994566
2.57,1323.141911995831,1321.6609038535025,1472.1971740869883,1344.3042438506498
2.58,1323.429555088403,1321.9661867470631,1472.7047544220682,1344.5802940666138
2.59,1323.7161247673307,1322.2703549742496,1473.2106329117275,1344.8787657473022
2.6,1324.001629159348,1322.573416863205,1473.7148217456045,1345.1752954728233
2.61,1324.2860762986993,1322.8753806482175,1474.2173329798177,1345.4710041211183
2.62,1324.569474128547,1323.1762544711373,1474.7181785389387,1345.7659073536843
2.63,1324.8518305023415,1323.4760463827542,1475.2173702179155,1346.0372409969364
