strain,RD,DD,TD,biaxial
2.65,1367.0531135157612,1365.6699494960178,1522.5880069108182,1388.9270243890023
2.66,1367.4307829168497,1366.0653887411377,1523.1976612751664,1389.3180044845028
2.67,1367.8071389190386,1366.4594763011053,1523.8053802602356,1389.7068086755185
2.68,1368.182190983381,1366.8522218115431,1524.4111771765188,1390.0715094750103
2.69,1368.5559484677888,1367.2436348038448,1525.0150651939475,1390.4583714495138
2.7,1368.9284206285374,1367.6337247066858,1525.6170573438915,1390.8431081357444
2.71,1369.2996166217397,1368.022500847502,1526.2171665211195,1391.2268703406257
2.72,1369.669545504796,1368.409972453951,1526.8154054857298,1391.609675182853
2.73,1370.038216237816,1368.7961486553345,1527.4117868650437,1391.967696531203
2.74,1370.4056376850158,1369.181038484006,1528.0063231554623,1392.3487078036273
2.75,1370.7718186160898,1369.5646508767463,1528.5990267242996,1392.7265256990918
2.76,1371.1367677075589,1369.9469946761203,1529.1899098115748,1393.1045844030139
2.77,1371.500493544093,1370.3280786318044,1529.7789845317773,1393.480618185215
2.78,1371.863004619811,1370.707911401894,1530.366262875601,1393.832312069832
2.79,1372.2243093395575,1371.0865015541856,1530.9517567116463,1394.2055520938445
2.8,1372.584416020159,1371.4638575674408,1531.5354777880964,1394.5779485143662
2.81,1372.943332891653,1371.8399878326197,1532.1174377343593,1394.9495164950104
2.82,1373.3010680985012,1372.2149006541028,1532.6976480626881,1395.3191258232932
2.83,1373.657629700779,1372.5886042508869,1533.2761201697692,1395.6879343466148
2.84,1374.0130256753423,1372.9611067577569,1533.8528653382843,1396.0329178334177
2.85,1374.3672639169802,1373.3324162264446,1534.4278947384457,1396.399091973667
2.86,1374.7203522395391,1373.7025406267621,1535.001219429507,1396.7645039675463
2.87,1375.0722983770368,1374.0714878477202,1535.5728503612488,1397.1280238103252
2.88,1375.423109984749,1374.4392656986204,1536.1427983754338,1397.490807199926
2.89,1375.7727946402847,1374.8058819101393,1536.7110742072473,1397.830173962897
2.9,1376.121359844636,1375.1713441353825,1537.2776884867023,1398.1904478071547
2.91,1376.4688130232178,1375.5356599509335,1537.842651740034,1398.5488798850135
2.92,1376.8151615268828,1375.8988368578714,1538.405974391058,1398.9066248300016
2.93,1377.1604126329248,1376.260882282784,1538.967666762516,1399.2636934743257
2.94,1377.5045735460612,1376.6218035787538,1539.5277390773942,1399.5977423413872
2.95,1377.8476513994028,1376.9816080263365,1540.0862014602237,1399.9524225694179
2.96,1378.1896532554028,1377.3403028345156,1540.6430639383548,1400.306460629561
2.97,1378.5305861067952,1377.697895141645,1541.1983364432144,1400.6575859527352
2.98,1378.8704568775138,1378.0543920163768,1541.7520288115427,1401.0092378041832
2.99,1379.209272423598,1378.4098004585749,1542.3041507866087,1401.3382540930745
3.0,1379.547039534082,1378.764127400205,1542.8547120194073,1401.6876283148238
