Strain,Stress,Strain Rate,Temperature,Normalized Stress
0.03682,994.8365479,0.01,373,1.7144012825139217
0.03693,994.9892578,0.01,373,1.7146644474016264
0.03706,995.1581421,0.01,373,1.7149554856240636
0.03718,995.3305664,0.01,373,1.7152526243265775
0.03728,995.4674072,0.01,373,1.7154884420028738
0.03736,995.5858154,0.01,373,1.7156924947896042
0.03746,995.71698,0.01,373,1.715918530673524
0.03756,995.8682251,0.01,373,1.7161791712721846
0.03766,996.0164795,0.01,373,1.7164346579991596
0.03775,996.1307983,0.01,373,1.7166316635250918
0.03785,996.2614746,0.01,373,1.716856857921887
0.03796,996.4141846,0.01,373,1.7171200229819217
0.03809,996.5668945,0.01,373,1.7173831878696262
0.0382,996.7018433,0.01,373,1.7176157450633502
0.03828,996.8015747,0.01,373,1.7177876121307873
0.03837,996.9237671,0.01,373,1.7179981862273217
0.03847,997.0720825,0.01,373,1.7182537780755638
0.03858,997.2427368,0.01,373,1.7185478665380396
0.03868,997.3684082,0.01,373,1.7187644359933838
0.03876,997.5090942,0.01,373,1.7190068801007512
0.03886,997.661499,0.01,373,1.7192695192097915
0.03898,997.8091431,0.01,373,1.7195239542071084
0.03911,997.9763184,0.01,373,1.7198120473107739
0.03921,998.12854,0.01,373,1.720074370711354
0.03929,998.2659912,0.01,373,1.7203112402896386
0.03939,998.3724976,0.01,373,1.7204947827108947
0.0395,998.5078735,0.01,373,1.7207280759258168
0.03961,998.6360474,0.01,373,1.7209489579380517
0.03971,998.7506714,0.01,373,1.7211464894149777
0.03979,998.8414917,0.01,373,1.7213029999886262
0.03988,998.9591064,0.01,373,1.7215056853372377
0.04001,999.1158447,0.01,373,1.7217757923644739
0.04013,999.2756958,0.01,373,1.7220512636782586
0.04023,999.385376,0.01,373,1.7222402755073307
0.04032,999.4689331,0.01,373,1.7223842694123652
0.04043,999.6217651,0.01,373,1.7226476447149335
0.04055,999.781189,0.01,373,1.7229223798351907
0.04066,999.9042969,0.01,373,1.7231345316123776
0.04075,1000.0279541,0.01,373,1.7233476299979562
0.04083,1000.1415405,0.01,373,1.7235433733793661
0.04094,1000.249939,0.01,373,1.7237301764555246
0.04106,1000.3919678,0.01,373,1.7239749346094022
0.04117,1000.5111084,0.01,373,1.7241802495406546
0.04127,1000.628479,0.01,373,1.7243825142318685
0.04136,1000.774353,0.01,373,1.724633898816817
0.04147,1000.9273682,0.01,373,1.724897589827846
0.04159,1001.0734253,0.01,373,1.725149289948925
0.0417,1001.1968994,0.01,373,1.725362072798373
0.04177,1001.3058472,0.01,373,1.725549822482923
0.04186,1001.4159546,0.01,373,1.725739570505523
0.04199,1001.5737915,0.01,373,1.7260115707495423
0.04212,1001.7262573,0.01,373,1.7262743149798496
0.0422,1001.8256226,0.01,373,1.7264455511473555
0.04227,1001.9144287,0.01,373,1.7265985906512384
0.04236,1002.0189819,0.01,373,1.7267787671239958
0.04249,1002.1323242,0.01,373,1.7269740898480084
0.04261,1002.2630005,0.01,373,1.7271992842448036
0.04272,1002.3911133,0.01,373,1.7274200609634416
0.04281,1002.4850464,0.01,373,1.7275819358236388
0.0429,1002.5883179,0.01,373,1.7277599035434827
0.043,1002.7206421,0.01,373,1.7279879377654528
0.04312,1002.8479004,0.01,373,1.7282072419247048
0.04323,1002.9596558,0.01,373,1.7283998299448096
0.04333,1003.0751343,0.01,373,1.7285988339811216
0.04343,1003.1870728,0.01,373,1.728791737537357
0.04355,1003.3251343,0.01,373,1.7290296588452998
0.04366,1003.4420166,0.01,373,1.729231082049389
0.04375,1003.5432129,0.01,373,1.7294054735782003
0.04384,1003.6489258,0.01,373,1.729587648561338
0.04395,1003.7670288,0.01,373,1.729791175397074
0.04408,1003.8744507,0.01,373,1.7299762954989832
0.04419,1003.9796143,0.01,373,1.730157523873729
0.04428,1004.0804443,0.01,373,1.7303312841579492
0.04437,1004.1860962,0.01,373,1.7305133540198199
0.04447,1004.3031616,0.01,373,1.7307150927600399
0.04458,1004.4017944,0.01,373,1.7308850666106939
0.04469,1004.5430298,0.01,373,1.7311284574987824
0.0448,1004.6512451,0.01,373,1.7313149448664804
0.04491,1004.7623901,0.01,373,1.7315064809845968
0.045,1004.8689575,0.01,373,1.73169012852712
0.04509,1004.9859009,0.01,373,1.7318916570248064
0.04519,1005.0927734,0.01,373,1.7320758303459938
0.0453,1005.232605,0.01,373,1.7323168020663051
0.04542,1005.3519897,0.01,373,1.732522537654955
0.04553,1005.4664917,0.01,373,1.7327198588893473
0.04563,1005.6049805,0.01,373,1.732958516563148
0.04573,1005.7067871,0.01,373,1.733133959821618
0.04584,1005.8154907,0.01,373,1.7333212886764406
0.04595,1005.9130249,0.01,373,1.7334893693103115
0.04604,1006.0161743,0.01,373,1.7336671266152917
0.04614,1006.1253662,0.01,373,1.7338552969572392
0.04626,1006.2350464,0.01,373,1.7340443087863113
0.04636,1006.3449097,0.01,373,1.7342336361515138
0.04646,1006.4577637,0.01,373,1.7344281173884017
0.04657,1006.5605469,0.01,373,1.7346052436211208
0.04668,1006.6709595,0.01,373,1.7347955175947152
0.04679,1006.7838135,0.01,373,1.7349899988316029
0.04689,1006.9036865,0.01,373,1.7351965759073775
0.04699,1007.0307007,0.01,373,1.7354154594092324
0.0471,1007.1384888,0.01,373,1.7356012105834024
0.04721,1007.2490234,0.01,373,1.7357916947995304
0.04733,1007.3762207,0.01,373,1.7360108938375156
0.0,535.1958618,0.1,373,0.9223027378747789
2e-05,563.7228394,0.1,373,0.9714632628745118
0.0001,591.6992798,0.1,373,1.0196750474165845
0.0002,618.8585205,0.1,373,1.0664785521596218
0.0003,644.9596558,0.1,373,1.111458624441694
0.00043,669.8480835,0.1,373,1.1543488383755354
0.00063,693.425293,0.1,373,1.1949794306976846
0.0009,715.5939331,0.1,373,1.233182636138072
0.00118,736.2703857,0.1,373,1.2688143556703964
0.00148,755.4561768,0.1,373,1.301877219049628
0.00182,773.1546021,0.1,373,1.3323769057537869
0.00225,789.508606,0.1,373,1.3605597517897328
0.00272,804.5790405,0.1,373,1.3865306233760057
0.0032,818.418335,0.1,373,1.4103798720691414
0.00368,831.1604614,0.1,373,1.4323383715716251
0.00419,842.9380493,0.1,373,1.45263468240108
0.00477,853.8459473,0.1,373,1.4714322570983567
0.00542,863.9765625,0.1,373,1.488890340768681
0.00605,873.3314209,0.1,373,1.5050115631670247
0.0067,882.0137329,0.1,373,1.5199737867196341
0.00739,890.0814209,0.1,373,1.5338768290669609
0.00815,897.6500854,0.1,373,1.5469199044878508
0.0089,904.699707,0.1,373,1.5590685135611604
0.00964,911.2582397,0.1,373,1.5703708293999024
0.01042,917.4295654,0.1,373,1.581005871625909
0.01129,923.2579346,0.1,373,1.5910498971017895
0.01218,928.7161255,0.1,373,1.6004559945143932
0.01301,933.793335,0.1,373,1.6092055468873592
0.01381,938.5165405,0.1,373,1.6173450443594515
0.01469,943.0184326,0.1,373,1.62510315256956
0.01569,947.3757935,0.1,373,1.632612190241231
0.01663,951.4030762,0.1,373,1.639552404330169
0.01749,955.0929565,0.1,373,1.6459111730464937
0.01832,958.5441284,0.1,373,1.6518585757067854
0.01926,961.8753662,0.1,373,1.657599295997706
0.0203,965.1271973,0.1,373,1.6632031747656573
0.02126,968.1633301,0.1,373,1.6684353407704047
0.02212,970.9189453,0.1,373,1.6731840909474736
0.02303,973.5710449,0.1,373,1.6777544527473012
0.02405,976.1989746,0.1,373,1.6822831625715902
0.02514,978.7452393,0.1,373,1.6866711391457467
0.02609,981.048645,0.1,373,1.6906405969371454
0.02698,983.1802368,0.1,373,1.6943139679280186
0.02794,985.2859497,0.1,373,1.6979427418245812
0.02899,987.3796387,0.1,373,1.7015507949408064
0.03003,989.3681641,0.1,373,1.7049776196822855
0.03097,991.168335,0.1,373,1.7080798532162453
0.03192,992.8961792,0.1,373,1.7110574461873895
0.03298,994.6672974,0.1,373,1.7141096132192235
0.03407,996.3883667,0.1,373,1.717075531008878
0.03507,997.9503174,0.1,373,1.7197672398016
0.03603,999.4073486,0.1,373,1.7222781408769734
0.03703,1000.8656616,0.1,373,1.7247912508775902
0.03812,1002.3273315,0.1,373,1.7273101458221536
0.03918,1003.7184448,0.1,373,1.7297074506162693
0.04016,1004.9829102,0.1,373,1.731886503153121
0.04121,1006.2374878,0.1,373,1.7340485160496049
0.04229,1007.5109863,0.1,373,1.7362431353227792
0.04336,1008.7335205,0.1,373,1.738349927845452
0.04438,1009.8553467,0.1,373,1.7402831703264379
0.0454,1010.9325562,0.1,373,1.7421395248725535
0.04653,1012.1046753,0.1,373,1.744159437080786
0.0,645.6557007,0.0001,473,1.1126581182397117
1e-05,655.0203857,0.0001,473,1.1287962748124964
4e-05,664.2728271,0.0001,473,1.1447410020503817
8e-05,673.130188,0.0001,473,1.1600048872772593
0.00011,681.8751831,0.0001,473,1.1750751325820437
0.00017,690.2876587,0.0001,473,1.1895723472131317
0.00018,698.7713013,0.0001,473,1.204192203896656
0.00025,705.2686768,0.0001,473,1.2153891275658637
0.00025,713.2841797,0.0001,473,1.229202239358712
0.00032,717.3757324,0.0001,473,1.2362532099037329
0.00037,724.9609985,0.0001,473,1.2493248948528837
0.0004,732.0370483,0.0001,473,1.261519047628895
0.00047,737.4261475,0.0001,473,1.2708060793524254
0.00054,742.9391479,0.0001,473,1.2803066299466017
0.00055,749.5142822,0.0001,473,1.2916375553136044
0.00063,752.203125,0.0001,473,1.29627123665003
0.00068,758.3580933,0.0001,473,1.3068780901775032
0.00076,762.5090942,0.0001,473,1.314031507773287
0.00082,768.2038574,0.0001,473,1.3238452901019537
0.00089,772.1851807,0.0001,473,1.3307063023818413
0.00097,776.6560669,0.0001,473,1.3384109781413251
0.00105,781.7492676,0.0001,473,1.3471880881405633
0.00113,786.3787231,0.0001,473,1.3551660262885885
0.00121,790.3185425,0.0001,473,1.3619555149201545
0.00129,794.7166138,0.0001,473,1.3695347088020278
0.00137,798.0217896,0.0001,473,1.3752305164625074
0.00143,802.687439,0.0001,473,1.383270827538739
0.00153,804.0406494,0.0001,473,1.3856028142858767
0.00158,808.5043335,0.0001,473,1.3932950786703435
0.00167,811.4642944,0.0001,473,1.398395977681204
0.00175,814.3710327,0.0001,473,1.4034051582143998
0.00183,818.1494141,0.0001,473,1.4099164408282727
0.00192,821.0354004,0.0001,473,1.4148898594511428
0.002,823.9477539,0.0001,473,1.4199087166554478
0.00209,826.6083984,0.0001,473,1.4244938038768036
0.00218,829.272644,0.0001,473,1.4290850968718325
0.00228,832.0328369,0.0001,473,1.4338417357968245
0.00236,835.0276489,0.0001,473,1.439002693689381
0.00245,837.4452515,0.0001,473,1.4431689469365079
0.00254,840.2738647,0.0001,473,1.448043494527318
0.00264,842.1453247,0.0001,473,1.4512685805285772
0.00273,844.3172607,0.0001,473,1.4550114766573918
0.00281,847.1071167,0.0001,473,1.4598192339864984
0.00292,848.9478149,0.0001,473,1.4629913081945303
0.00301,851.75354,0.0001,473,1.4678264127350453
0.0031,854.0806885,0.0001,473,1.4718367864807846
0.0032,856.0322266,0.0001,473,1.4751998710282686
0.00329,858.2443848,0.0001,473,1.479012082052491
0.00338,860.2625122,0.0001,473,1.4824899199044879
0.00347,862.5866699,0.0001,473,1.4864951396062123
0.00356,864.604248,0.0001,473,1.4899720308498177
0.00365,866.4146118,0.0001,473,1.4930918298028097
0.00375,868.2315674,0.0001,473,1.4962229884011606
0.00384,870.3433228,0.0001,473,1.4998621753346906
0.00393,872.1566772,0.0001,473,1.5029871279870382
0.00402,874.0202026,0.0001,473,1.5061985402964282
0.00411,875.9259033,0.0001,473,1.509482633277395
0.0042,877.5604248,0.0001,473,1.51229940329033
0.0043,879.053894,0.0001,473,1.5148730979513072
0.00439,881.3812866,0.0001,473,1.518883892354444
0.00448,883.1264648,0.0001,473,1.5218913569983707
0.00458,884.5223389,0.0001,473,1.5242968660765401
0.00467,886.4730835,0.0001,473,1.527658583185905
0.00477,887.9006348,0.0001,473,1.5301186815656245
0.00487,889.8200073,0.0001,473,1.5334263351521036
0.00497,891.2468872,0.0001,473,1.5358852765085678
0.00507,892.668457,0.0001,473,1.5383350669725868
0.00517,894.1668701,0.0001,473,1.540917281453748
0.00526,895.5734863,0.0001,473,1.543341302387011
0.00536,897.0119019,0.0001,473,1.545820123209018
0.00545,898.6636963,0.0001,473,1.548666659601139
0.00555,899.6920776,0.0001,473,1.5504388685367223
0.00565,901.2544556,0.0001,473,1.5531313136953022
0.00575,902.3554077,0.0001,473,1.5550285838510987
0.00586,903.9891968,0.0001,473,1.5578440917195115
0.00596,905.2432861,0.0001,473,1.5600052631288708
0.00607,906.6946411,0.0001,473,1.562506382411868
0.00617,908.0819702,0.0001,473,1.5648971658961794
0.00626,909.2997437,0.0001,473,1.5669957543071287
0.00636,910.9041748,0.0001,473,1.5697606695500912
0.00646,912.1947021,0.0001,473,1.571984634545054
0.00657,913.6506958,0.0001,473,1.5744937476972412
0.00666,915.0390015,0.0001,473,1.5768862141558022
0.00676,916.2728271,0.0001,473,1.5790124651419601
0.00686,917.5078735,0.0001,473,1.581140819932095
0.00695,918.6950684,0.0001,473,1.583186712258277
0.00705,919.8619995,0.0001,473,1.5851976839889281
0.00714,921.2294312,0.0001,473,1.5875541782946299
0.00724,922.1191406,0.0001,473,1.589087414020282
0.00734,923.2011108,0.0001,473,1.5909519726781212
0.00744,924.2749634,0.0001,473,1.5928025422802907
0.00754,925.5723267,0.0001,473,1.5950382877503393
0.00764,926.680603,0.0001,473,1.596948179696017
0.00774,927.6897583,0.0001,473,1.5986872564762455
0.00784,928.7455444,0.0001,473,1.6005066920887803
0.00793,929.6656494,0.0001,473,1.6020923085353989
0.00804,930.7059326,0.0001,473,1.603885028008786
0.00814,931.8511963,0.0001,473,1.6058586603207887
0.00824,932.8735962,0.0001,473,1.6076205615130017
0.00834,933.6274414,0.0001,473,1.6089196625366071
0.00844,934.5701294,0.0001,473,1.6105441962548568
0.00854,935.3928223,0.0001,473,1.611961942482468
0.00864,936.2410889,0.0001,473,1.6134237598533956
0.00873,937.1148071,0.0001,473,1.6149294379527754
0.00883,937.9523926,0.0001,473,1.6163728485898758
0.00893,938.8600464,0.0001,473,1.6179370078902988
0.00903,939.7744141,0.0001,473,1.6195127372509444
0.00913,940.5137939,0.0001,473,1.6207869100585888
0.00922,941.5593872,0.0001,473,1.622588780424421
0.00932,942.5961304,0.0001,473,1.6243753994177317
0.00942,943.2825317,0.0001,473,1.6255582744051085
0.00951,944.2229004,0.0001,473,1.627178811274928
0.00962,945.0970459,0.0001,473,1.6286852257401658
0.00972,946.0400391,0.0001,473,1.6303102854094094
0.00982,946.9502563,0.0001,473,1.63187886221566
0.00991,947.7496338,0.0001,473,1.633256429027118
0.01002,948.4598389,0.0001,473,1.6344803250901028
0.01012,949.583252,0.0001,473,1.6364163022749967
0.01022,950.3552246,0.0001,473,1.6377466422371736
0.01032,951.3500366,0.0001,473,1.6394610012163047
0.01042,952.0757446,0.0001,473,1.6407116134184367
0.01052,952.9681396,0.0001,473,1.64224947723711
0.01062,953.7352905,0.0001,473,1.6435715079662965
0.01071,954.6420898,0.0001,473,1.645134194707334
0.01081,955.3255005,0.0001,473,1.6463119159953554
0.01091,956.147583,0.0001,473,1.6477286103209785
0.01101,956.9713135,0.0001,473,1.6491481446441059
0.01111,957.6296997,0.0001,473,1.6502827412248728
0.0112,958.3895874,0.0001,473,1.6515922552854456
0.0113,958.9984131,0.0001,473,1.6526414442834882
0.0114,959.6298218,0.0001,473,1.6537295505531617
0.01151,960.404541,0.0001,473,1.6550646237296267
0.01161,960.9881592,0.0001,473,1.6560703726566144
0.01171,961.6187744,0.0001,473,1.6571571114881691
0.01181,962.1899414,0.0001,473,1.6581414032689612
0.01191,962.8817749,0.0001,473,1.6593336395636469
0.01201,963.5725098,0.0001,473,1.6605239826415494
0.01211,964.1594238,0.0001,473,1.6615354112188863
0.01221,965.0112915,0.0001,473,1.6630034343634872
0.01233,965.6477051,0.0001,473,1.664100165574612
0.01243,966.2249146,0.0001,473,1.6650948703923711
0.01253,966.9260254,0.0001,473,1.6663030942531065
0.01263,967.5953979,0.0001,473,1.667456623518695
0.01274,968.2233276,0.0001,473,1.6685387344295586
0.01286,968.9464722,0.0001,473,1.6697849291258633
0.01296,969.8504639,0.0001,473,1.671342777531346
0.01306,970.4614258,0.0001,473,1.6723956478416881
0.01317,971.1399536,0.0001,473,1.6735649544307925
0.01326,971.7680054,0.0001,473,1.6746472757565198
0.01336,972.522522,0.0001,473,1.6759475338033805
0.01346,973.0229492,0.0001,473,1.6768099197252646
0.01356,973.6889648,0.0001,473,1.677957664046907
0.01366,974.3429565,0.0001,473,1.6790846875882115
0.01376,974.9319458,0.0001,473,1.680099692528911
0.01387,975.6951904,0.0001,473,1.6814149915334298
0.01397,976.3721924,0.0001,473,1.6825816687122233
0.01407,976.9185791,0.0001,473,1.683523256615488
0.01417,977.6737671,0.0001,473,1.684824671685604
0.01427,978.2720947,0.0001,473,1.6858557693136202
0.01437,978.7745972,0.0001,473,1.686721731598867
0.01448,979.3429565,0.0001,473,1.6877011848717745
0.01459,979.8670044,0.0001,473,1.688604276333136
0.01469,980.3538208,0.0001,473,1.6894432067707748
0.01479,980.7843628,0.0001,473,1.6901851595654667
0.0149,981.2335815,0.0001,473,1.6909592979071217
0.015,981.7631836,0.0001,473,1.6918719609183257
0.0151,982.3339233,0.0001,473,1.69285551633326
0.0152,982.7802124,0.0001,473,1.6936246060968267
0.01529,983.2577515,0.0001,473,1.6944475489684159
0.0154,983.5792847,0.0001,473,1.6950016469572908
0.01549,984.213562,0.0001,473,1.696094696683786
0.01559,984.7022095,0.0001,473,1.6969367826550599
0.01569,985.2577515,0.0001,473,1.697894147881841
0.01579,985.7174072,0.0001,473,1.6986862722999259
0.01589,986.1929321,0.0001,473,1.6995057441017491
0.01599,986.7636108,0.0001,473,1.7004891943954166
0.01609,987.2602539,0.0001,473,1.7013450591798267
0.01619,987.7781982,0.0001,473,1.702237632310624
0.01629,988.2616577,0.0001,473,1.7030707778043166
0.0164,988.7269287,0.0001,473,1.7038725790658409
0.0165,989.2941284,0.0001,473,1.7048500340006982
0.01659,989.7406006,0.0001,473,1.7056194393003956
0.01669,990.3111572,0.0001,473,1.7066026791791995
0.0168,990.7568359,0.0001,473,1.707370717040778
0.0169,991.3095703,0.0001,473,1.7083232439320042
0.017,991.9558716,0.0001,473,1.7094370146111668
0.0171,992.5024414,0.0001,473,1.7103789180505622
0.0172,993.0202637,0.0001,473,1.711271280938826
0.0173,993.6088257,0.0001,473,1.7122855495136677
0.0174,994.1220703,0.0001,473,1.7131700236540084
0.01749,994.6386108,0.0001,473,1.7140601776170286
0.01759,995.0820923,0.0001,473,1.7148244290450405
0.01769,995.5612183,0.0001,473,1.7156501066205374
0.0178,996.0345459,0.0001,473,1.7164657918164645
0.01791,996.4825439,0.0001,473,1.717237826526473
0.01801,997.0200806,0.0001,473,1.718164163229546
0.01811,997.4442139,0.0001,473,1.7188950719150098
0.0182,997.8786621,0.0001,473,1.7196437562620395
0.0183,998.3101807,0.0001,473,1.720387392030981
0.0184,998.7183838,0.0001,473,1.721090848211439
0.0185,998.9165039,0.0001,473,1.721432268472133
0.0186,999.3184814,0.0001,473,1.7221249960794938
0.01871,999.7224121,0.0001,473,1.7228210896353533
0.01881,1000.0758057,0.0001,473,1.7234300926342392
0.01891,1000.4212036,0.0001,473,1.7240253166476587
0.01901,1000.7452393,0.0001,473,1.7245837271934241
0.01911,1001.2183228,0.0001,473,1.7253989917319539
0.01921,1001.6212769,0.0001,473,1.7260934023135641
0.01931,1001.9834595,0.0001,473,1.7267175513913748
0.01941,1002.4511719,0.0001,473,1.7275235599161924
0.01951,1002.8505249,0.0001,473,1.728211764724129
0.01962,1003.2501221,0.0001,473,1.728900390361793
0.01971,1003.6150513,0.0001,473,1.7295292726538916
0.01982,1004.078064,0.0001,473,1.7303271821882527
0.01992,1004.5515747,0.0001,473,1.73114318292031
0.02003,1005.0357666,0.0001,473,1.7319775905585248
0.02013,1005.4803467,0.0001,473,1.7327437352033201
0.02024,1005.8635864,0.0001,473,1.7334041719701208
0.02034,1006.4622803,0.0001,473,1.734435900842728
0.02044,1006.8492432,0.0001,473,1.7351027537980659
0.02055,1007.2297363,0.0001,473,1.7357584573505789
0.02065,1007.7041016,0.0001,473,1.736575930814352
0.02075,1008.1109009,0.0001,473,1.7372769678270332
0.02085,1008.4210205,0.0001,473,1.737811396765229
0.02094,1008.9822388,0.0001,473,1.7387785439567163
0.02104,1009.3425293,0.0001,473,1.7393994323796251
0.02114,1009.8540039,0.0001,473,1.7402808562799272
0.02124,1010.3444824,0.0001,473,1.7411260976125065
0.02134,1010.7531128,0.0001,473,1.741830290158823
0.02144,1011.2296753,0.0001,473,1.7426515500561623
0.02154,1011.5214844,0.0001,473,1.7431544245196562
0.02164,1011.8915405,0.0001,473,1.7437921419957394
0.02173,1012.2015991,0.0001,473,1.7443264658126683
0.02183,1012.4675903,0.0001,473,1.7447848483031188
0.02193,1012.7991943,0.0001,473,1.7453563012961624
0.02203,1013.133667,0.0001,473,1.7459326979183576
0.02213,1013.4338989,0.0001,473,1.7464500873885156
0.02223,1013.7067871,0.0001,473,1.7469203554753188
0.02233,1014.0292969,0.0001,473,1.7474761364384432
0.02243,1014.4068604,0.0001,473,1.7481267914128678
0.02253,1014.7624512,0.0001,473,1.7487395808453197
0.02264,1015.0126953,0.0001,473,1.7491708263668952
0.02274,1015.3518066,0.0001,473,1.7497552166859505
0.02283,1015.6403198,0.0001,473,1.750252411326765
0.02294,1015.8744507,0.0001,473,1.7506558889795345
0.02305,1016.3419189,0.0001,473,1.7514614766746248
0.02315,1016.6796875,0.0001,473,1.7520435531194996
0.02325,1017.0767822,0.0001,473,1.752727866200273
0.02335,1017.4859009,0.0001,473,1.753432900233714
0.02345,1017.8884277,0.0001,473,1.754126574449466
0.02355,1018.3815308,0.0001,473,1.7549763387537993
0.02364,1018.6402588,0.0001,473,1.7554222045756358
0.02375,1018.9877319,0.0001,473,1.756021004780088
0.02385,1019.4281616,0.0001,473,1.7567799970428182
0.02395,1019.7472534,0.0001,473,1.7573298877683996
0.02404,1020.1853638,0.0001,473,1.7580848831826998
0.02415,1020.5054932,0.0001,473,1.7586365620037976
0.02425,1021.088623,0.0001,473,1.7596414692713305
0.02435,1021.4063721,0.0001,473,1.7601890461227314
0.02444,1021.6978149,0.0001,473,1.7606912893416342
0.02455,1022.1431885,0.0001,473,1.7614588014245482
0.02465,1022.5913086,0.0001,473,1.7622310465494204
0.02475,1022.9822388,0.0001,473,1.762904736350693
0.02485,1023.2661743,0.0001,473,1.7633940422435843
0.02495,1023.552063,0.0001,473,1.7638867140849745
0.02506,1023.8867188,0.0001,473,1.7644634262433003
0.02516,1024.147583,0.0001,473,1.764912973377436
0.02526,1024.4744873,0.0001,473,1.765476327380023
0.02537,1024.6721191,0.0001,473,1.765816906153592
0.02547,1024.8449707,0.0001,473,1.766114781221964
0.02558,1025.0991211,0.0001,473,1.7665527584682075
0.02569,1025.3234863,0.0001,473,1.7669394068954727
0.02578,1025.5726318,0.0001,473,1.767368759200265
0.02588,1025.9221191,0.0001,473,1.767971030474483
0.02599,1026.0256348,0.0001,473,1.7681494190240543
0.02609,1026.2717285,0.0001,473,1.7685735121635648
0.02619,1026.482666,0.0001,473,1.768937020642715
0.02629,1026.7597656,0.0001,473,1.7694145462328503
0.02639,1027.0706787,0.0001,473,1.769950342609165
0.02649,1027.3347168,0.0001,473,1.7704053593234466
0.02658,1027.62146,0.0001,473,1.7708995037242226
0.02669,1027.8997803,0.0001,473,1.7713791329460045
0.02678,1028.3497314,0.0001,473,1.772154533432182
0.02689,1028.4884033,0.0001,473,1.7723935066421133
0.02701,1028.8070068,0.0001,473,1.7729425558805698
0.02711,1029.1901855,0.0001,473,1.7736028875261038
0.02721,1029.5089111,0.0001,473,1.7741521471794242
0.0273,1029.8293457,0.0001,473,1.774704351951516
0.02741,1030.1347656,0.0001,473,1.7752306818992554
0.02752,1030.4281006,0.0001,473,1.7757361859453902
0.02762,1030.8443604,0.0001,473,1.7764535262325811
0.02772,1031.2875977,0.0001,473,1.7772173568308662
0.02782,1031.5814209,0.0001,473,1.7777237021917958
0.02791,1031.9348145,0.0001,473,1.7783327051906812
0.02801,1032.2109375,0.0001,473,1.7788085478065672
0.02812,1032.5050049,0.0001,473,1.779315313997224
0.02822,1032.8803711,0.0001,473,1.7799621823657525
0.02833,1033.229126,0.0001,473,1.7805631914954483
0.02843,1033.6221924,0.0001,473,1.7812405626090202
0.02852,1033.9645996,0.0001,473,1.7818306327507547
0.02863,1034.3190918,0.0001,473,1.7824415289664237
0.02873,1034.5435791,0.0001,473,1.7828283878085525
0.02882,1034.887085,0.0001,473,1.7834203513394002
0.02892,1035.255249,0.0001,473,1.7840548081605814
0.02902,1035.5699463,0.0001,473,1.7845971258467004
0.02912,1035.7545166,0.0001,473,1.7849151957444154
0.02922,1035.9627686,0.0001,473,1.7852740763028745
0.02932,1036.1271973,0.0001,473,1.7855574361922528
0.02942,1036.3254395,0.0001,473,1.78589906686781
0.02952,1036.5802002,0.0001,473,1.786338095843712
0.02962,1036.7727051,0.0001,473,1.7866698394332963
0.02972,1037.0288086,0.0001,473,1.7871111824557087
0.02982,1037.2424316,0.0001,473,1.7874793188555498
0.02992,1037.4643555,0.0001,473,1.7878617601918516
0.03002,1037.7092285,0.0001,473,1.7882837496997153
0.03011,1037.9169922,0.0001,473,1.78864178877105
0.03021,1038.1480713,0.0001,473,1.7890400072585375
0.03032,1038.2905273,0.0001,473,1.7892855016059426
0.03041,1038.4592285,0.0001,473,1.7895762242922497
0.03051,1038.7797852,0.0001,473,1.7901286394792053
0.03062,1039.0222168,0.0001,473,1.7905464217237752
0.03071,1039.335083,0.0001,473,1.7910855838762587
0.03081,1039.5352783,0.0001,473,1.7914305803279853
0.03091,1039.9124756,0.0001,473,1.792080604230149
0.031,1040.1970215,0.0001,473,1.7925709620250283
0.0311,1040.4185791,0.0001,473,1.792952772116739
0.0312,1040.7091064,0.0001,473,1.7934534376549895
0.03129,1040.9788818,0.0001,473,1.7939183414552435
0.03139,1041.2706299,0.0001,473,1.7944211107974706
0.03149,1041.5045166,0.0001,473,1.794824167620513
0.03159,1041.8995361,0.0001,473,1.7955049045102538
0.03169,1042.1773682,0.0001,473,1.7959836924172412
0.03178,1042.4227295,0.0001,473,1.7964065234122295
0.03188,1042.7131348,0.0001,473,1.796906978707946
0.03198,1042.9908447,0.0001,473,1.7973855560277396
0.03208,1043.3477783,0.0001,473,1.7980006595067022
0.03218,1043.6589355,0.0001,473,1.7985368765404146
0.03228,1044.0512695,0.0001,473,1.7992129855094643
0.03237,1044.2175293,0.0001,473,1.7994995009324775
0.03247,1044.5155029,0.0001,473,1.800012998675472
0.03257,1044.6793213,0.0001,473,1.8002953068351917
0.03267,1044.8977051,0.0001,473,1.8006716475190863
0.03277,1045.0510254,0.0001,473,1.8009358643087796
0.03287,1045.2363281,0.0001,473,1.8012551963510168
0.03297,1045.3465576,0.0001,473,1.8014451547884807
0.03307,1045.6031494,0.0001,473,1.8018873392980173
0.03317,1045.7579346,0.0001,473,1.8021540805490845
0.03328,1045.8684082,0.0001,473,1.8023444596439457
0.03338,1046.1020508,0.0001,473,1.8027470958095904
0.03348,1046.258667,0.0001,473,1.803016992421963
0.03358,1046.3901367,0.0001,473,1.8032435540845473
0.03368,1046.6376953,0.0001,473,1.8036701716854315
0.03378,1046.8300781,0.0001,473,1.8040017048601527
0.03389,1047.0883789,0.0001,473,1.804446834488461
0.03399,1047.3117676,0.0001,473,1.8048318001138066
0.03409,1047.5887451,0.0001,473,1.8053091152890786
0.03419,1047.8394775,0.0001,473,1.8057412022977786
