Tmp77.15K_StrRt0.0001_RD_E,Tmp77.15K_StrRt0.0001_RD_S
0.076316577,1523.374068
0.076496737,1523.824375
0.076678322,1524.116929
0.076863064,1524.290792
0.077050931,1524.276584
0.077234501,1524.444908
0.077415488,1524.835998
0.077596108,1525.247011
0.07777776,1525.523496
0.077958197,1525.941532
0.07814029,1526.258868
0.078323622,1526.429264
0.078507776,1526.619704
0.078690656,1526.884058
0.078872074,1527.162458
0.079050782,1527.671744
0.07923183,1528.039454
0.079414832,1528.217351
0.079598451,1528.427526
0.079780701,1528.717491
0.079963195,1528.919624
0.080146123,1529.164994
0.080325144,1529.641892
0.080503703,1530.073329
0.080683886,1530.476908
