Tmp298.15K_StrRt0.0001_RD_E,Tmp298.15K_StrRt0.0001_RD_S,Tmp298.15K_StrRt0.0001_RD_U,Tmp298.15K_StrRt0.0001_RD_L,Tmp298.15K_StrRt0.0001_DD_E,Tmp298.15K_StrRt0.0001_DD_S,Tmp298.15K_StrRt0.0001_DD_U,Tmp298.15K_StrRt0.0001_DD_L,Tmp298.15K_StrRt0.0001_TD_E,Tmp298.15K_StrRt0.0001_TD_S,Tmp298.15K_StrRt0.0001_TD_U,Tmp298.15K_StrRt0.0001_TD_L,Tmp298.15K_StrRt0.001_RD_E,Tmp298.15K_StrRt0.001_RD_S,Tmp298.15K_StrRt0.001_RD_U,Tmp298.15K_StrRt0.001_RD_L,Tmp298.15K_StrRt0.001_DD_E,Tmp298.15K_StrRt0.001_DD_S,Tmp298.15K_StrRt0.001_DD_U,Tmp298.15K_StrRt0.001_DD_L,Tmp298.15K_StrRt0.001_TD_E,Tmp298.15K_StrRt0.001_TD_S,Tmp298.15K_StrRt0.001_TD_U,Tmp298.15K_StrRt0.001_TD_L,Tmp298.15K_StrRt0.01_RD_E,Tmp298.15K_StrRt0.01_RD_S,Tmp298.15K_StrRt0.01_RD_U,Tmp298.15K_StrRt0.01_RD_L,Tmp298.15K_StrRt0.01_DD_E,Tmp298.15K_StrRt0.01_DD_S,Tmp298.15K_StrRt0.01_DD_U,Tmp298.15K_StrRt0.01_DD_L,Tmp298.15K_StrRt0.01_TD_E,Tmp298.15K_StrRt0.01_TD_S,Tmp298.15K_StrRt0.01_TD_U,Tmp298.15K_StrRt0.01_TD_L,Tmp298.15K_StrRt0.1_RD_E,Tmp298.15K_StrRt0.1_RD_S,Tmp298.15K_StrRt0.1_RD_U,Tmp298.15K_StrRt0.1_RD_L,Tmp298.15K_StrRt0.1_DD_E,Tmp298.15K_StrRt0.1_DD_S,Tmp298.15K_StrRt0.1_DD_U,Tmp298.15K_StrRt0.1_DD_L,Tmp298.15K_StrRt0.1_TD_E,Tmp298.15K_StrRt0.1_TD_S,Tmp298.15K_StrRt0.1_TD_U,Tmp298.15K_StrRt0.1_TD_L,Tmp298.15K_StrRt1_RD_E,Tmp298.15K_StrRt1_RD_S
0.0336,1014.614567,4.417033333,3.784766667,0.0336,1007.448233,1.284066667,2.359333333,0.0336,1032.98,3.7476,2.072,0.0336,1029.692086,3.818475167,6.663213587,0.0336,1018.579403,1.810942902,1.690298273,0.0336,1044.193403,1.687983496,4.069883964,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0338,1014.977433,4.421266667,3.724633333,0.0338,1007.907133,1.227066667,2.242833333,0.0338,1033.181367,3.748133333,2.082666667,0.0338,1030.037634,3.82307365,6.694257736,0.0338,1018.864199,1.776943336,1.712215444,0.0338,1044.460744,1.701583163,4.045593146,,,,,,,,,,,,,,,,,,,,,,,,,,
0.034,1015.292133,4.345966667,3.725233333,0.034,1008.1467,1.2552,2.3956,0.034,1033.561433,3.664166667,2.139933333,0.034,1030.477495,3.743104876,6.660999884,0.034,1019.141915,1.807933261,1.689420922,0.034,1044.84689,1.705059313,4.049645227,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0342,1015.6805,4.414,3.6802,0.0342,1008.474233,1.252966667,2.288633333,0.0342,1033.894367,3.647833333,2.060166667,0.0342,1030.821725,3.872990962,6.720719422,0.0342,1019.446617,1.769127054,1.680721272,0.0342,1045.112002,1.706879466,4.086879313,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0344,1016.069233,4.357666667,3.701233333,0.0344,1008.797767,1.218333333,2.214566667,0.0344,1034.333867,3.704633333,2.069366667,0.0344,1031.15948,3.929212925,6.688881489,0.0344,1019.798395,1.826558716,1.656238388,0.0344,1045.480559,1.706349061,4.0988933,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0346,1016.402433,4.435066667,3.689033333,0.0346,1009.1036,1.2375,2.3027,0.0346,1034.6297,3.6825,2.0258,0.0346,1031.616634,3.78318563,6.618819197,0.0346,1020.07633,1.801446412,1.722246589,0.0346,1045.759104,1.666584393,4.068508012,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0348,1016.6685,4.4178,3.7278,0.0348,1009.3995,1.248,2.3887,0.0348,1034.959267,3.714133333,2.122066667,0.0348,1031.941176,3.784630531,6.606240453,0.0348,1020.393017,1.757554531,1.701545487,0.0348,1046.103742,1.63377707,4.035002481,,,,,,,,,,,,,,,,,,,,,,,,,,
0.035,1017.0498,4.434,3.6363,0.035,1009.7613,1.2371,2.308,0.035,1035.247767,3.633933333,2.043266667,0.035,1032.290043,3.851956921,6.673855976,0.035,1020.665121,1.762770788,1.630918864,0.035,1046.37013,1.588895787,4.054065786,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0352,1017.423567,4.404433333,3.725966667,0.0352,1010.0527,1.2337,2.3324,0.0352,1035.541833,3.600466667,2.032233333,0.0352,1032.613251,3.854281769,6.661728183,0.0352,1021.034645,1.758365239,1.636085501,0.0352,1046.693648,1.571451722,4.048272782,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0354,1017.8239,4.5168,3.7398,0.0354,1010.451,1.1758,2.2759,0.0354,1035.8162,3.6019,2.0298,0.0354,1032.946138,3.838814611,6.649934298,0.0354,1021.321537,1.682264095,1.603149465,0.0354,1047.024625,1.507660611,4.01534526,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0356,1018.1038,4.4729,3.8006,0.0356,1010.761,1.1607,2.287,0.0356,1036.0978,3.6723,2.0317,0.0356,1033.303321,3.781206652,6.577036716,0.0356,1021.657653,1.677775327,1.689953211,0.0356,1047.283354,1.498226446,3.951616907,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0358,1018.455,4.5349,3.7488,0.0358,1011.100933,1.185366667,2.230533333,0.0358,1036.4754,3.7691,2.0833,0.0358,1033.679783,3.826340058,6.666278639,0.0358,1021.88828,1.643713134,1.563084344,0.0358,1047.588038,1.426221861,3.924026165,,,,,,,,,,,,,,,,,,,,,,,,,,
0.036,1018.7999,4.4611,3.7812,0.036,1011.353333,1.238666667,2.284733333,0.036,1036.774533,3.681566667,2.082333333,0.036,1033.967731,3.830069282,6.636791143,0.036,1022.238089,1.659138933,1.593264096,0.036,1047.88297,1.497885877,3.977369021,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0362,1019.152867,4.498833333,3.729766667,0.0362,1011.629167,1.240733333,2.396766667,0.0362,1037.028933,3.622366667,2.044033333,0.0362,1034.299491,3.867446208,6.682734061,0.0362,1022.498531,1.64677309,1.543585892,0.0362,1048.205182,1.490478259,3.960168885,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0364,1019.410433,4.453766667,3.729633333,0.0364,1011.870567,1.229833333,2.403366667,0.0364,1037.247167,3.602333333,2.060366667,0.0364,1034.62728,3.767524639,6.58813436,0.0364,1022.816404,1.745066869,1.686934092,0.0364,1048.450017,1.584880346,4.025495639,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0366,1019.7577,4.4566,3.6528,0.0366,1012.278333,1.099166667,2.218433333,0.0366,1037.5604,3.5637,1.9978,0.0366,1034.982069,3.876311783,6.698932229,0.0366,1023.060257,1.702382974,1.585719076,0.0366,1048.794613,1.510539282,3.92578205,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0368,1020.077767,4.434433333,3.699166667,0.0368,1012.5574,1.1696,2.2341,0.0368,1037.8437,3.6388,2.104,0.0368,1035.274823,3.872349355,6.651357812,0.0368,1023.349126,1.653055568,1.607980835,0.0368,1048.988997,1.538135119,3.9843733,,,,,,,,,,,,,,,,,,,,,,,,,,
0.037,1020.425433,4.436166667,3.681633333,0.037,1012.7751,1.1931,2.3594,0.037,1038.211733,3.729966667,2.152133333,0.037,1035.644849,3.887151272,6.703424379,0.037,1023.616218,1.675647966,1.549476117,0.037,1049.338647,1.517465366,3.979507674,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0372,1020.705667,4.455633333,3.745766667,0.0372,1013.034967,1.249033333,2.399566667,0.0372,1038.442733,3.649166667,2.070533333,0.0372,1035.974268,3.767322926,6.544632321,0.0372,1023.916512,1.769167488,1.671974763,0.0372,1049.624371,1.436527908,3.973074678,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0374,1021.0522,4.5227,3.7339,0.0374,1013.363833,1.154366667,2.370733333,0.0374,1038.7998,3.5944,1.9644,0.0374,1036.303429,3.797978929,6.624796467,0.0374,1024.208768,1.664139235,1.630050323,0.0374,1049.935566,1.437117677,3.934987152,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0376,1021.3479,4.5229,3.7431,0.0376,1013.679067,1.209333333,2.360666667,0.0376,1039.026567,3.560533333,2.011866667,0.0376,1036.582557,3.800605023,6.592103954,0.0376,1024.446722,1.674126327,1.579360893,0.0376,1050.159736,1.360121412,3.924275163,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0378,1021.656267,4.504933333,3.754966667,0.0378,1013.9444,1.1407,2.2983,0.0378,1039.392333,3.596866667,2.006733333,0.0378,1036.923074,3.824639184,6.623801816,0.0378,1024.753244,1.589065998,1.505026518,0.0378,1050.45793,1.413397625,3.92853551,,,,,,,,,,,,,,,,,,,,,,,,,,
0.038,1021.967033,4.537666667,3.757133333,0.038,1014.248267,1.221733333,2.381366667,0.038,1039.623067,3.684833333,2.075766667,0.038,1037.152578,3.795922638,6.576390227,0.038,1025.001618,1.560286528,1.54506394,0.038,1050.760072,1.333887846,3.886595561,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0382,1022.334833,4.624466667,3.837133333,0.0382,1014.542833,1.121966667,2.291433333,0.0382,1039.938733,3.739666667,2.181733333,0.0382,1037.471847,3.797168031,6.590702744,0.0382,1025.296403,1.470030166,1.529178879,0.0382,1051.021992,1.35892382,3.884378044,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0384,1022.5729,4.5301,3.7369,0.0384,1014.851667,1.162933333,2.294766667,0.0384,1040.1033,3.6755,2.1191,0.0384,1037.767278,3.832801878,6.609063486,0.0384,1025.498304,1.514546492,1.509793709,0.0384,1051.294289,1.258729479,3.810816587,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0386,1022.880567,4.513533333,3.737266667,0.0386,1015.033833,1.183766667,2.351333333,0.0386,1040.394533,3.614066667,2.052433333,0.0386,1038.10544,3.866363076,6.61966399,0.0386,1025.813533,1.501681976,1.514850562,0.0386,1051.514881,2.466591801,3.83843956,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0388,1023.1984,4.5163,3.6792,0.0388,1015.375533,1.195566667,2.290233333,0.0388,1040.7172,3.7543,2.1943,0.0388,1038.386543,3.800135082,6.563760205,0.0388,1025.991233,1.536611334,1.544932169,0.0388,1051.819215,2.513975858,3.85848884,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039,1023.4731,4.5102,3.758,0.039,1015.554767,1.146633333,2.257766667,0.039,1040.9673,3.6415,2.1353,0.039,1038.698703,3.796596773,6.61316656,0.039,1026.298819,1.55163233,1.526259566,0.039,1052.097979,2.510401566,3.908112885,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0392,1023.734667,4.550433333,3.729266667,0.0392,1015.843333,1.159066667,2.338233333,0.0392,1041.224033,3.741666667,2.104633333,0.0392,1039.044166,3.866758723,6.641867257,0.0392,1026.555044,1.554299317,1.559922566,0.0392,1052.361384,2.473349734,3.816678027,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0394,1023.9979,4.5307,3.7607,0.0394,1016.082733,1.178666667,2.337133333,0.0394,1041.438067,3.552333333,2.037466667,0.0394,1039.346318,3.844955512,6.631359768,0.0394,1026.821547,1.578984961,1.510798101,0.0394,1052.571153,2.486741031,3.853741312,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0396,1024.310567,4.563333333,3.708666667,0.0396,1016.3185,1.2188,2.4217,0.0396,1041.734267,3.695033333,2.147366667,0.0396,1039.620814,3.916158318,6.680101929,0.0396,1027.03125,1.519383725,1.483182996,0.0396,1052.842083,2.517810862,3.870284861,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0398,1024.554633,4.503366667,3.787533333,0.0398,1016.507267,1.243533333,2.449466667,0.0398,1042.052467,3.763133333,2.200766667,0.0398,1039.908068,3.833297341,6.570865025,0.0398,1027.326231,1.606831337,1.46922565,0.0398,1053.06393,2.610539276,3.865690668,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04,1024.894933,4.575566667,3.763433333,0.04,1016.9266,1.0516,2.2864,0.04,1042.347533,3.711866667,2.147833333,0.04,1040.214705,3.821395459,6.596723306,0.04,1027.598119,1.494860249,1.488342236,0.04,1053.357393,2.569720613,3.868320987,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0402,1025.212967,4.625433333,3.798966667,0.0402,1017.255367,1.078633333,2.215366667,0.0402,1042.5791,3.7233,2.1636,0.0402,1040.516341,3.79803704,6.539952256,0.0402,1027.830172,1.54160681,1.497480731,0.0402,1053.644034,2.637046537,3.873336211,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0404,1025.51,4.564,3.7435,0.0404,1017.456067,1.107233333,2.295966667,0.0404,1042.810033,3.601166667,2.126333333,0.0404,1040.774659,3.882245712,6.598241833,0.0404,1028.089843,1.438316594,1.54406375,0.0404,1053.872055,2.581729599,3.812271889,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0406,1025.713267,4.476733333,3.737866667,0.0406,1017.6897,1.1486,2.3361,0.0406,1042.994733,3.684966667,2.133733333,0.0406,1041.025055,3.842693531,6.537387012,0.0406,1028.295931,1.485362569,1.514636414,0.0406,1054.111146,2.585510603,3.75762548,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0408,1026.096833,4.572866667,3.758033333,0.0408,1017.9185,1.1035,2.2756,0.0408,1043.2658,3.7135,2.142,0.0408,1041.304034,3.824754713,6.586410236,0.0408,1028.554075,1.417006707,1.485303241,0.0408,1054.358324,2.612538908,3.834376024,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041,1026.324233,4.560866667,3.795033333,0.041,1018.166467,1.164533333,2.353166667,0.041,1043.449533,3.801766667,2.231833333,0.041,1041.57653,3.829969456,6.552655645,0.041,1028.771152,1.413387473,1.493672555,0.041,1054.588379,2.527993533,3.691247692,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0412,1026.5825,4.4868,3.709,0.0412,1018.402133,1.107266667,2.302433333,0.0412,1043.7269,3.5843,2.1066,0.0412,1041.915598,3.874886333,6.60613814,0.0412,1028.972435,1.413038604,1.521587293,0.0412,1054.84581,2.602110887,3.776484419,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0414,1026.828267,4.560133333,3.723766667,0.0414,1018.680967,1.118333333,2.319466667,0.0414,1043.9556,3.6181,2.1495,0.0414,1042.128662,3.858906087,6.578680845,0.0414,1029.169747,1.429084649,1.483428046,0.0414,1055.058034,2.544721812,3.767865171,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0416,1027.194467,4.647933333,3.753366667,0.0416,1018.850133,1.175466667,2.320333333,0.0416,1044.2245,3.5179,2.1112,0.0416,1042.435221,3.885153195,6.650334272,0.0416,1029.463304,1.4783624,1.440985665,0.0416,1055.279398,2.576527798,3.807960723,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0418,1027.368333,4.692966667,3.762933333,0.0418,1019.181833,1.117166667,2.298033333,0.0418,1044.410167,3.587333333,2.153166667,0.0418,1042.729005,3.860640033,6.604406166,0.0418,1029.716555,1.456376107,1.481991384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.042,1027.648933,4.660166667,3.799633333,0.042,1019.404033,1.093166667,2.235433333,0.042,1044.766233,3.584766667,2.068933333,0.042,1043.034073,3.871026916,6.60589229,0.042,1029.924927,1.428875036,1.440695642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0422,1027.935333,4.683066667,3.770433333,0.0422,1019.684233,1.112466667,2.250333333,0.0422,1045.012467,3.661433333,2.175766667,0.0422,1043.248178,3.856184088,6.615324327,0.0422,1030.151576,1.411801028,1.520131841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0424,1028.2029,4.6759,3.8375,0.0424,1019.9154,1.1174,2.2322,0.0424,1045.268467,3.674033333,2.186266667,0.0424,1043.534643,3.812360748,6.559669878,0.0424,1030.390154,1.454690768,1.401529509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0426,1028.459,4.7178,3.8225,0.0426,1020.156267,1.119133333,2.237366667,0.0426,1045.454367,3.570933333,2.071066667,0.0426,1043.803055,3.833590317,6.562140429,0.0426,1030.58636,1.437980172,1.463547186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0428,1028.691533,4.670566667,3.846533333,0.0428,1020.379967,1.128733333,2.280466667,0.0428,1045.681767,3.619833333,2.075066667,0.0428,1044.093135,3.76590261,6.527932647,0.0428,1030.818937,1.439487117,1.486254081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.043,1028.9873,4.7117,3.8017,0.043,1020.665667,1.060533333,2.185466667,0.043,1045.846667,3.583433333,2.145566667,0.043,1044.387751,3.858449727,6.589002699,0.043,1031.037099,1.441286367,1.604560833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0432,1029.226967,4.632633333,3.811866667,0.0432,1020.942933,1.079366667,2.209533333,0.0432,1046.045233,3.682966667,2.124733333,0.0432,1044.637058,3.83592755,6.54283396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0434,1029.546,4.6827,3.8142,0.0434,1021.1118,1.0924,2.1981,0.0434,1046.3395,3.6781,2.1438,0.0434,1044.874326,3.883687259,6.607810632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0436,1029.743967,4.724333333,3.844066667,0.0436,1021.315733,1.107966667,2.338833333,0.0436,1046.569433,3.752666667,2.181533333,0.0436,1045.100156,3.825520739,6.546278534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0438,1029.9932,4.6743,3.7654,0.0438,1021.496867,1.065333333,2.275966667,0.0438,1046.791067,3.587133333,2.147966667,0.0438,1045.422687,3.875892547,6.618486899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.044,1030.235067,4.649133333,3.706766667,0.044,1021.730067,1.126933333,2.301266667,0.044,1046.926767,3.477933333,2.059166667,0.044,1045.676783,3.848917611,6.521642255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0442,1030.557367,4.620333333,3.706566667,0.0442,1021.937567,1.114233333,2.266366667,0.0442,1047.222933,3.512966667,2.102433333,0.0442,1045.948459,3.876443917,6.611914604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0444,1030.764033,4.659666667,3.740633333,0.0444,1022.1449,1.151,2.2967,0.0444,1047.4358,3.6343,2.1932,0.0444,1046.144803,3.858417177,6.569310373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0446,1031.018067,4.677933333,3.792266667,0.0446,1022.363267,1.125533333,2.299566667,0.0446,1047.712367,3.660133333,2.157566667,0.0446,1046.446458,3.825160003,6.554586388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0448,1031.262767,4.738833333,3.749366667,0.0448,1022.622067,1.116533333,2.243766667,0.0448,1047.844833,3.641166667,2.144533333,0.0448,1046.721917,3.806160732,6.471979508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.045,1031.4798,4.7043,3.7722,0.045,1022.9259,1.0617,2.2027,0.045,1048.129067,3.771333333,2.212066667,0.045,1046.946139,3.851061052,6.518174139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0452,1031.767367,4.736433333,3.753266667,0.0452,1023.139,1.0351,2.0934,,,,,0.0452,1047.163209,3.874302284,6.532698743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0454,1031.994867,4.695833333,3.770666667,0.0454,1023.325633,1.139166667,2.285533333,,,,,0.0454,1047.407168,3.778374985,6.495472246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0456,1032.306733,4.706966667,3.748333333,0.0456,1023.550067,1.009233333,2.091166667,,,,,0.0456,1047.65502,3.824780558,6.552610959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0458,1032.458633,4.693466667,3.717533333,0.0458,1023.7637,1.0837,2.1992,,,,,0.0458,1047.913393,3.823618722,6.492017181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.046,1032.799067,4.679633333,3.717866667,0.046,1023.940667,1.051133333,2.227166667,,,,,0.046,1048.157248,3.875952421,6.567135043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0462,1032.960867,4.651233333,3.674966667,0.0462,1024.133867,1.072633333,2.193866667,,,,,0.0462,1048.358385,3.850481876,6.507735513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0464,1033.201933,4.582766667,3.723933333,0.0464,1024.3208,1.0599,2.2043,,,,,0.0464,1048.664483,3.843590577,6.573273051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0466,1033.416,4.6485,3.6971,0.0466,1024.511133,1.039866667,2.140133333,,,,,0.0466,1048.9032,3.832279862,6.522207549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0468,1033.6281,4.6127,3.6611,0.0468,1024.727267,1.019933333,2.154766667,,,,,0.0468,1049.164391,3.870618217,6.556177028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.047,1033.9022,4.7303,3.7237,0.047,1024.925467,1.077733333,2.195666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0472,1034.097533,4.778666667,3.777833333,0.0472,1025.125933,1.147266667,2.288933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0474,1034.380133,4.754266667,3.775133333,0.0474,1025.344733,0.993366667,2.085033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0476,1034.536133,4.712966667,3.763233333,0.0476,1025.601667,1.057233333,2.079266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0478,1034.8269,4.7339,3.7367,0.0478,1025.829533,1.022266667,2.107333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.048,1035.046833,4.785066667,3.758033333,0.048,1026.047233,1.086666667,2.120533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0482,1035.290633,4.704566667,3.736733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
