PEEQ,CT1,CT2
0.42,2.147849276852595,0.004691567307587708
0.43,2.157846138527581,0.0047433354287385165
0.44,2.1677655567509317,0.004793970517190638
0.45,2.177610860859763,0.004843516914868144
0.46,2.187384983777299,0.004892020344052369
0.47,2.1970905045342586,0.0049395272106472
0.48,2.206729687275013,0.004986084015932637
0.49,2.2163045167751316,0.0050317368674277115
0.5,2.225816730583841,0.0050765310790195535
0.51,2.2352678479617416,0.0051205108504702185
0.52,2.2446591958186115,0.0051637190166781855
0.53,2.253991931874302,0.00520619685755621
0.54,2.2632670652721183,0.005247983960016232
0.55,2.2724854748722487,0.005289118124265885
0.56,2.2816479254453266,0.005329635307373465
0.57,2.2907550819750493,0.0053695695978146244
0.58,2.299807522265433,0.005408953215449441
0.59,2.3088057480337554,0.005447816532075988
0.6,2.317750194655281,0.0054861881083549755
0.61,2.326641239711104,0.005524094743493512
0.62,2.33547921047609,0.005561561534612002
0.63,2.3442643904703426,0.00559861194319666
0.64,2.352997025184858,0.0056352678664631
0.65,2.361677327080308,0.0056715497118271395
0.66,2.370305479947019,0.005707476473001075
0.67,2.378881642704402,0.00574306580651168
0.68,2.3874059527091562,0.005778334107674304
0.69,2.3958785286335145,0.0058132965852601606
0.7,2.40429947296758,0.0058479673342652265
0.71,2.412668874193379,0.005882359406333067
0.72,2.4209868086724584,0.005916484877503947
0.73,2.429253342283784,0.005950354913061934
0.74,2.43746853184415,0.005983979829333378
0.75,2.4456324263392974,0.006017369152356622
0.76,2.4537450679904214,0.006050531673396437
0.77,2.461806493177613,0.006083475501319358
0.78,2.469816733239054,0.006116208111879722
0.79,2.4777758151623646,0.00614873639399209
0.8,2.485683762182401,0.006181066693085272
0.81,2.4935405942979583,0.006213204851647439
0.82,2.5013463287181823,0.006245156247081749
0.83,2.509100980248126,0.0062769258269983075
0.84,2.516804561621615,0.006308518142071789
0.85,2.5244570837885223,0.00633993737659533
0.86,2.5320585561626165,0.006371187376860676
0.87,2.5396089868353244,0.006402271677492569
0.88,2.547108382760035,0.006433193525862287
0.89,2.5545567499109647,0.006463955904701238
0.9,2.5619540934200473,0.006494561553031092
0.91,2.5693004176948646,0.0065250129855218926
0.92,2.576595726520214,0.006555312510384434
0.93,2.5838400231455685,0.006585462245897828
0.94,2.591033310360365,0.006615464135667746
0.95,2.5981755905588217,0.0066453199627054494
0.96,2.6052668657957234,0.00667503136241247
0.97,2.61230713783444,0.006704599834550542
0.98,2.619296408188272,0.0067340267542714384
0.99,2.626234678156071,0.006763313382276562
1.0,2.6331219488529447,0.006792460874171439
1.01,2.6399582212367827,0.006821470289075986
1.02,2.6467434961312226,0.006850342597547129
1.03,2.6534777742456335,0.0068790786888664685
1.04,2.660161056192606,0.006907679377741947
1.05,2.666793342503446,0.006936145410468927
1.06,2.673374633642105,0.006964477470592844
1.07,2.6799049300180053,0.006992676184112437
1.08,2.686384231998235,0.007020742124259759
1.09,2.6928125399196365,0.007048675815890376
1.1,2.699189854101384,0.007076477739514713
1.11,2.70551617485881,0.007104148334999115
1.12,2.711791502519383,0.007131688004963033
1.13,2.718015837442044,0.007159097117896717
1.14,2.724189180041469,0.007186376011021866
1.15,2.730311530819326,0.007213524992916028
1.16,2.7363828904053364,0.00724054434591984
1.17,2.7424032596118546,0.007267434328344716
1.18,2.7483726395070467,0.007294195176497251
1.19,2.754291031513479,0.007320827106535258
1.2,2.7601584375413415,0.0073473303161692115
1.21,2.7659748601687664,0.00737370498622176
1.22,2.771740302886096,0.007399951282056954
1.23,2.777454770426839,0.007426069354889897
1.24,2.783118269216005,0.007452059342986705
1.25,2.7887308079772115,0.007477921372763789
1.26,2.7942923985542816,0.007503655559794814
1.27,2.7998030570223196,0.007529262009732978
1.28,2.805262805188992,0.00755474081915564
1.29,2.810671672621185,0.007580092076337738
1.3,2.816029699378106,0.0076053158619599475
1.31,2.8213369396930217,0.007630412249756994
1.32,2.8265934669269983,0.007655381307111149
1.33,2.8317993802254255,0.007680223095595465
1.34,2.8369548134500717,0.007704937671470958
1.35,2.8420599471460144,0.007729525086141634
1.36,2.8471150245473393,0.007753985386570834
1.37,2.8521203729441718,0.007778318615662226
1.38,2.8570764321461724,0.007802524812608344
1.39,2.861983792307687,0.007826604013209466
1.4,2.866843244053093,0.007850556250165298
1.41,2.871655844684408,0.007874381553341766
1.42,2.8764230052881237,0.007898079950015043
1.43,2.881146604790086,0.007921651465094711
1.44,2.8858291384038512,0.00794509612132782
1.45,2.89047390937004,0.00796841393948549
1.46,2.8950852741336837,0.007991604938533547
1.47,2.899668951620412,0.008014669135788475
1.48,2.904232406026977,0.008037606547060046
1.49,2.9087853076676065,0.008060417186781643
1.5,2.913340064643056,0.008083101068129433
1.51,2.9179123939565947,0.00810565820313126
1.52,2.922521855586095,0.008128088602766178
1.53,2.9271921945989217,0.008150392277055411
1.54,2.9319512098546157,0.00817256923514546
1.55,2.936829682604356,0.008194619485384065
1.56,2.9418586672013722,0.008216543035389599
1.57,2.9470642467624577,0.008238339892114461
1.58,2.9524588974004042,0.008260010061903007
1.59,2.9580292789855362,0.008281553550544461
1.6,2.963722064238243,0.008302970363321255
1.61,2.9694324283553892,0.008324260505053164
1.62,2.9750028156457273,0.008345423980137658
1.63,2.9802394568848176,0.008366460792586702
1.64,2.9849476355602205,0.008387370946060414
1.65,2.988975296530974,0.008408154443897774
1.66,2.9922465847725044,0.008428811289144666
1.67,2.994770773577832,0.008449341484579495
1.68,2.9966258922818483,0.008469745032736573
1.69,2.99792874785701,0.00849002193592747
1.7,2.998805513703935,0.008510172196260494
1.71,2.999371393421814,0.008530195815658512
1.72,2.9997208206799764,0.008550092795875167
1.73,2.9999255551286574,0.00856986313850972
1.74,3.000037147138908,0.008589506845020585
1.75,3.000091042296852,0.008609023916737681
1.76,3.000110742882209,0.008628414354873706
1.77,3.0001113294375163,0.008647678160534427
1.78,3.0001021653804236,0.008666815334728078
1.79,3.0000888515549438,0.008685825878373922
1.8,3.000074580600963,0.008704709792310071
1.81,3.0000610463164152,0.00872346707730063
1.82,3.0000490386544,0.0087420977340422
1.83,3.000038824009312,0.008760601763169826
1.84,3.0000303825630183,0.008778979165262407
1.85,3.000023552480408,0.008797229940847652
1.86,3.000018114586204,0.008815354090406579
1.87,3.000013839776209,0.00883335161437764
1.88,3.000010513629895,0.00885122251316048
1.89,3.0000079474739714,0.008868966787119336
1.9,3.0000059817085294,0.008886584436586192
1.91,3.000004484974799,0.008904075461863602
1.92,3.0000033513141484,0.008921439863227307
1.93,3.00000249656652,0.008938677640928594
1.94,3.000001854697922,0.008955788795196457
1.95,3.0000013744078124,0.008972773326239568
1.96,3.0000010161677686,0.008989631234248086
1.97,3.000000749730037,0.009006362519395279
1.98,3.000000552084934,0.009022967181839023
1.99,3.0000004058180294,0.00903944522172317
2.0,3.0000002978082616,0.009055796639178795
2.01,3.0000002182082985,0.009072021434325306
2.02,3.0000001596535637,0.009088119607271503
2.03,3.000000116653517,0.009104091158116502
2.04,3.0000000851263247,0.009119936086950605
2.05,3.0000000620451988,0.009135654393856066
2.06,3.0000000451709314,0.00915124607890783
2.07,3.0000000328505076,0.009166711142174155
2.08,3.000000023866045,0.009182049583717227
2.09,3.0000000173218875,0.009197261403593684
2.1,3.0000000125604585,0.009212346601855118
2.11,3.000000009099734,0.009227305178548521
2.12,3.000000006586894,0.009242137133716695
2.13,3.0000000047640465,0.009256842467398623
2.14,3.0000000034429277,0.009271421179629808
2.15,3.0000000024862707,0.009285873270442582
2.16,3.000000001794108,0.009300198739866398
2.17,3.000000001293715,0.009314397587928071
2.18,3.0000000009322405,0.009328469814652027
2.19,3.0000000006713123,0.009342415420060498
2.2,3.0000000004830993,0.009356234404173745
2.21,3.0000000003474327,0.009369926767010206
2.22,3.0000000002497083,0.009383492508586671
2.23,3.000000000179362,0.009396931628918434
2.24,3.000000000128756,0.009410244128019413
2.25,3.000000000092373,0.009423430005902289
2.26,3.0000000000662332,0.009436489262578602
2.27,3.0000000000474634,0.009449421898058861
2.28,3.0000000000339937,0.00946222791235263
2.29,3.000000000024333,0.009474907305468626
2.3,3.000000000017408,0.009487460077414769
2.31,3.0000000000124474,0.009499886228198287
2.32,3.000000000008895,0.009512185757825743
2.33,3.000000000006353,0.009524358666303127
2.34,3.000000000004535,0.009536404953635882
2.35,3.0000000000032356,0.009548324619828965
2.36,3.0000000000023075,0.009560117664886887
2.37,3.0000000000016445,0.009571784088813757
2.38,3.0000000000011715,0.009583323891613312
2.39,3.0000000000008336,0.009594737073288962
2.4,3.0000000000005937,0.009606023633843797
2.41,3.000000000000422,0.009617183573280638
2.42,3.0000000000002998,0.009628216891602051
2.43,3.000000000000213,0.00963912358881037
2.44,3.0000000000001514,0.009649903664907722
2.45,3.000000000000107,0.009660557119896041
2.46,3.000000000000076,0.00967108395377709
2.47,3.0000000000000537,0.009681484166552463
2.48,3.000000000000038,0.009691757758223625
2.49,3.0000000000000266,0.009701904728791903
2.5,3.0000000000000195,0.009711925078258497
2.51,3.0000000000000133,0.009721818806624509
2.52,3.0000000000000093,0.00973158591389094
2.53,3.0000000000000067,0.0097412264000587
2.54,3.000000000000005,0.009750740265128616
2.55,3.0000000000000036,0.00976012750910144
2.56,3.000000000000002,0.009769388131977856
2.57,3.0000000000000018,0.00977852213375849
2.58,3.000000000000001,0.009787529514443907
2.59,3.000000000000001,0.009796410274034627
2.6,3.0000000000000004,0.009805164412531112
2.61,3.0000000000000004,0.009813791929933795
2.62,3.0,0.009822292826243065
2.63,3.0,0.009830667101459273
2.64,3.0,0.009838914755582741
2.65,3.0,0.00984703578861376
2.66,3.0,0.009855030200552601
2.67,3.0000000000000004,0.009862897991399501
2.68,3.0,0.009870639161154684
2.69,3.0,0.009878253709818346
2.7,3.0,0.009885741637390675
2.71,3.0,0.00989310294387183
2.72,3.0,0.00990033762926197
2.73,3.0,0.009907445693561223
2.74,3.0,0.00991442713676972
2.75,3.0,0.009921281958887572
2.76,3.0,0.009928010159914883
2.77,3.0,0.009934611739851747
2.78,3.0,0.009941086698698249
2.79,3.0,0.009947435036454465
2.8,3.0,0.009953656753120467
2.81,3.0,0.009959751848696323
2.82,3.0,0.009965720323182086
2.83,3.0,0.00997156217657781
2.84,3.0,0.009977277408883543
2.85,3.0,0.009982866020099332
2.86,3.0,0.009988328010225216
2.87,3.0,0.009993663379261226
2.88,3.0,0.009998872127207403
2.89,3.0,0.010003954254063772
2.9,3.0,0.01000890975983036
2.91,3.0,0.010013738644507197
2.92,3.0,0.010018440908094298
2.93,3.0,0.010023016550591688
2.94,3.0,0.010027465571999388
2.95,3.0,0.01003178797231741
2.96,3.0,0.010035983751545774
2.97,3.0,0.010040052909684488
2.98,3.0,0.010043995446733569
2.99,3.0,0.010047811362693027
3.0,3.0,0.010051500657562875
