Strain,Tmp77.15K,Tmp233.15K,Tmp298.15K,Tmp373.15K,Tmp473.15K,Tmp573.15K,Tmp673.15K,Tmp77.15K_ref,Tmp233.15K_ref,Tmp298.15K_ref,Tmp373.15K_ref,Tmp473.15K_ref,Tmp573.15K_ref,Tmp673.15K_ref
2.35,2296.6645123102144,1163.762324588792,1201.376892,1280.578077968159,1329.4768035865056,1417.727214575993,1169.171438176243,2.9314882996900473,1.4854392619671086,1.5334509169880424,1.6345441975881274,1.6969590784954591,1.8096028912386137,1.4923435151169766
2.36,2298.217491854598,1163.7726473421806,1201.493435,1280.8599544250756,1329.707872508984,1418.0505350179335,1169.4282528582262,2.933470540169498,1.4854524380451197,1.533599673778196,1.6349039878539584,1.697254017455432,1.8100155810709853,1.4926713162526613
2.37,2299.7659260213486,1163.782888826205,1201.609382,1281.140640598991,1329.9378721210717,1418.3724083337206,1169.6839817867149,2.935446978878042,1.4854655103900043,1.533747669827276,1.6352622588292391,1.6975475915356488,1.810426423775331,1.4929977315204284
2.38,2301.309847208316,1163.7930500190937,1201.72474,1281.4201465064834,1330.1668118499524,1418.692847064302,1169.9386341043282,2.937417657168658,1.4854784802503842,1.533894914070161,1.6356190232992418,1.6978398127690726,1.8108354353590568,1.493322772590019
2.39,2302.8492874474728,1163.8031318832604,1201.839512,1281.6984820382277,1330.3947010005436,1419.011863589834,1170.1922188385506,2.939382615927315,1.4854913488546952,1.5340414103360842,1.6359742938885347,1.6981306930326043,1.811242631624333,1.4936464509842158
2.4,2304.384278,1163.8131353656263,1201.953705,1281.9756569610329,1330.621548757586,1419.3294701324064,1170.4447449040017,2.9413418950561336,1.4855041174115977,1.5341871675599241,1.636328083063582,1.6984202440497493,1.8116480281715714,1.4939687780817386
2.41,2305.914851,1163.8230613979308,1202.067324,1282.251680919937,1330.847364187689,1419.6456787587097,1170.6962211038335,2.9432955355714427,1.485516787110375,1.5343321921237374,1.6366804031354185,1.69870847739323,1.8120516404028315,1.4942897651190294
2.42,2307.441037427423,1163.8329108970374,1202.180374,1282.5265634402458,1331.0721562413323,1419.9605013826445,1170.946656131884,2.945243577016397,1.4855293591213212,1.5344764904095791,1.6370312662622513,1.6989954044875386,1.812453483525149,1.4946094231930005
2.43,2308.9628670727857,1163.8426847652308,1202.29286,1282.800313929445,1331.295933754826,1420.273949767879,1171.196058574773,2.947186057415946,1.485541834596123,1.5346200687995055,1.6373806844519,1.69928103661144,1.812853572553802,1.494927763263709
2.44,2310.4803706357898,1163.8523838905085,1202.404787,1283.0729416792165,1331.518705452229,1420.5860355303528,1171.4444369129487,2.9491230159555326,1.4855542146682303,1.5347629336755728,1.6377286695643716,1.699565384900421,1.8132519223155055,1.495244796155695
